smile,docking_scores,QED,mw,logp,SAS,label
CN(C)C(=O)c1ccc(NC2=NCc3cc(-c4cnco4)n(C(=O)OC(C)(C)C)c3C2)c(Cl)c1,-7.0,0.5710506136244343,483.95600000000024,4.848200000000005,0.6571520871570437,1
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1,-6.400000095367432,0.4877899544169658,260.271,-0.5210999999999995,0.8089677899764796,0
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,-7.099999904632568,0.4801069286146625,308.183,-1.7056999999999998,0.6283811396103178,1
FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1,-7.400000095367432,0.6053034867462739,418.44500000000016,3.4437000000000024,0.6958917195005137,1
O=c1[nH]cc(CCc2ccccc2)cc1O,-6.099999904632568,0.8207431650561924,215.25200000000004,1.8657,0.7896130454417554,0
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-7.5,0.29781111034277896,400.4610000000001,-1.5392999999999983,0.5255451803963443,1
O=C(NCCc1cccs1)[C@H](O)[C@@H](O)C(=O)N1CCNCC1,-6.699999809265137,0.5125868573668073,327.4060000000001,-1.4395999999999987,0.6841287411712569,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-8.0,0.39017854457244017,347.224,-1.8630000000000009,0.6195110550692776,1
NS(=O)(=O)c1ccc(OCCCN2CCC([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1,-8.899999618530273,0.5415845005834906,473.63900000000024,3.2879000000000014,0.6903552239957825,1
O=C(NCc1ccco1)c1ccc2nccnc2c1,-6.699999809265137,0.7761839156436126,253.261,2.1528,0.8023835397134823,1
CC(C)CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)s1)S(=O)(=O)Cc1ccccc1,-7.699999809265137,0.4435198850299711,477.6730000000002,4.806600000000005,0.7572988067417281,1
CC1(C)S[C@]23[C@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@]2(O)[C@@H]3[C@H]1C(=O)O,1000.0,0.4044825502704044,358.416,-0.6070999999999982,0.4861161344411542,0
CC[C@@H]1C(C(=O)Nc2cccc(OCC(N)=O)c2)=NC(C)=C1C(C)=O,-6.699999809265137,0.7864776609715841,343.3830000000001,1.833,0.6911506100143818,1
C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,-6.900000095367432,0.7837272541594563,266.34,3.9444000000000026,0.6739700928842877,1
O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1,-7.699999809265137,0.2611381912366463,340.181,-2.989099999999999,0.5944899077127828,1
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-7.5,0.24325846760776557,342.297,-5.397199999999993,0.5717975273301412,1
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.699999809265137,0.5275658981283201,266.25699999999995,-1.3750000000000007,0.6350363271081343,1
COc1ccc(NC2=NCc3cccc(-c4cnn(C)c4)c3C2)c(OC)c1,-7.300000190734863,0.7692294029468125,362.43300000000016,3.671000000000002,0.7171048594374996,1
Nc1nccc2ccccc12,-5.0,0.6120847733236582,144.17699999999996,1.817,0.8323710240625848,0
O=C(O)c1ccccc1O,-5.400000095367432,0.6102585058580265,138.12199999999999,1.0903999999999998,0.857488960768346,0
COc1cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1,-7.099999904632568,0.6603068599771694,388.47100000000006,3.788820000000001,0.6851055939183347,1
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-6.199999809265137,0.8937504426107861,244.265,3.6808000000000023,0.7841015349242573,0
O=P(O)(O)C[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-7.300000190734863,0.29346324154566944,258.163,-2.9934999999999996,0.5958809455640168,1
O=C1CCCCC/C=C/CCOC(=O)c2c(O)cc(O)c(Cl)c2C1,-7.599999904632568,0.5456187074931398,352.814,3.9300000000000033,0.6637713034390279,1
C/C(CC(=O)c1ccccc1)=N\[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)O,-8.5,0.18522125438166878,510.5900000000003,6.001120000000006,0.6936062303054792,0
Cn1cccc1CNCCC1=c2ccccc2=NC1,-5.199999809265137,0.7911679398794779,253.349,0.9888999999999999,0.7040399957574384,0
Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O,-7.199999809265137,0.49927009951448886,253.218,-1.7851000000000008,0.6612425160094831,1
COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1,-8.5,0.4956249685215963,436.4760000000003,1.2214999999999996,0.7453879339598991,1
OCCOCCO,-4.300000190734863,0.4512483454757534,106.121,-1.0124,0.7843826615905071,0
O=C(NCc1ccc2occc2c1)C1=NC=C(C2=NN=C[C@@H]2c2cccc(Cl)c2)C1,-8.699999809265137,0.6562417001230277,416.86800000000017,4.655200000000003,0.6247971148090701,1
CC(C)Oc1cc2c(-c3ccc(C#N)cc3)cccc2cc1C(N)=O,-6.900000095367432,0.7760632140026342,330.3870000000001,4.264580000000003,0.7849643928658523,1
CC/C(=C\C=C\C(O)(C(F)(F)F)C(F)(F)F)c1cccc(CCc2ccc(CO)c(CO)c2)c1,-7.599999904632568,0.31535378580319046,488.46800000000025,5.661700000000007,0.6830442987844543,1
COc1cn(-c2cccc(C(F)(F)F)c2)nc(-c2ccnn2-c2ccccc2)c1=O,-7.699999809265137,0.5061606779165665,412.37100000000004,4.112600000000003,0.7534612845089862,1
CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4c(n3)=C(C(=O)N[C@@H](C)C3CC3)CN=4)cc21,-8.0,0.7292752241406862,419.4850000000002,1.0909,0.6015725258394153,1
O=C1Cc2ccc(Cl)cc2N1,-5.199999809265137,0.6278148486894898,167.595,1.8345999999999998,0.7916756983802026,0
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,-6.400000095367432,0.6985586908851104,364.44500000000005,3.4251000000000005,0.771749221998016,0
COCc1cccc(-c2c(-c3ccc4nccnc4c3)n(C)n(C)c2=O)c1,-6.699999809265137,0.5608629003211869,360.4170000000001,3.147400000000001,0.7416618893306834,1
CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-6.5,0.6862122702772869,297.34000000000003,-0.6093000000000002,0.6223674638165283,1
OCCOCCOCCOCCOCCO,-4.800000190734863,0.40232279111293295,238.27999999999994,-0.9625999999999986,0.7940087457876993,0
CCCN([C@H](C)C(=O)NO)S(=O)(=O)c1ccc(F)c(C)c1,-6.400000095367432,0.6134591418709571,318.37000000000006,1.42872,0.7115289392564556,0
O[C@@H]1[C@@H](O)[C@H](NCc2ccc(Oc3ccccc3)cc2)CC[C@H]1O,-7.300000190734863,0.6725830075197379,329.39600000000013,1.8135999999999997,0.6882800032815629,1
O=S1(=O)N[C@@H](O)c2ccc(-n3cc(CO[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn3)cc21,-9.199999809265137,0.27260309825325907,444.42200000000014,-3.133399999999999,0.539920097024485,1
O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,-7.199999809265137,0.28890913538834695,260.135,-3.1044000000000005,0.6089726528810901,1
C[C@H](O)[C@@H](CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,-7.599999904632568,0.7315848329370257,323.39600000000013,2.6898999999999997,0.6815581657800858,1
O=C(NCCCCCn1ccnc1)c1cc(-c2ccc(F)cc2)cc(O)c1O,-6.800000190734863,0.4088379292774289,383.4230000000001,3.700700000000004,0.7689461493798875,1
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-7.0,0.6702343996322836,288.43100000000004,4.167300000000004,0.6088409680095678,1
O=C(Nc1ccc(Cl)cn1)C(=O)N1CCCC1,-6.599999904632568,0.7675894367859624,253.68899999999994,1.2959,0.793202476431329,1
O=C(NO)c1coc(-c2ccccc2C(F)(F)F)n1,-6.400000095367432,0.6501563267033167,272.182,2.4794,0.7583086263576074,0
CO[C@H]1C[C@H](C)Cc2cc(O)cc(c2)NC(=O)/C(C)=C/CC[C@H](C)[C@@H](OC(N)=O)/C(C)=C/[C@H](C)[C@H]1O,-5.099999904632568,0.4337505705512818,502.6520000000003,4.697800000000004,0.41400888373767175,0
OS(O)(O)CCCN1C=CC=CC1,-5.699999809265137,0.6563908918118269,205.279,1.9856,0.6481791019221943,0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3)cccc2s1)C1CCCCC1,-7.300000190734863,0.45794409791748136,504.7000000000003,5.299800000000005,0.6483782162899165,1
Oc1cc(Cn2cc(C3CC3)nn2)ccc1Oc1ccccc1Cl,-7.099999904632568,0.7488659553179609,341.798,4.355100000000003,0.7674270874939747,1
O=c1c2cc(-c3ccc(F)cc3)cc(O)c2ncn1CCCCCn1ccc2cnccc21,-7.099999904632568,0.3548580697747983,442.4940000000003,5.128400000000004,0.7401600300755726,1
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,-7.599999904632568,0.24325846760776557,342.297,-5.397199999999993,0.5717975273301412,1
O[C@@H](CC1c2ccccc2Sc2ccccc21)CN1CCCC1,-6.5,0.9141195680624027,325.47700000000015,4.129900000000004,0.707307299321088,1
N=C(N)c1ccc(NN)cc1,-5.400000095367432,0.21084770503782269,150.185,0.25626999999999994,0.8008965817548923,0
Cc1c(Sc2ccc(F)cc2F)sc2c1C(N)N=C(N)N2,-7.0,0.7920315762038713,326.397,3.18342,0.616522413092964,1
CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,7.199999809265137,0.3630505145978445,512.5110000000002,4.929200000000004,0.7154729386741252,0
O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccn2ccnc2c1,-8.600000381469727,0.5296230788321644,427.4320000000001,3.375300000000002,0.7524303161831944,1
N[C@H]1CCc2ccccc2CC1(O)O,-6.300000190734863,0.40664467466323684,193.24599999999995,0.18349999999999989,0.6881048296051224,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,-8.699999809265137,0.19742203378388068,507.1820000000001,-1.629000000000001,0.558638798149371,1
FC1=C(F)[C@H]2[C@]3(C(=S)C1)[C@@]14S[C@@H]1CC(F)=C(F)[C@@]243,1000.0,0.37643826997238033,290.306,3.9353000000000007,0.30917916145267094,0
O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)C1=CC2C=NC=CC2=N1,-8.5,0.8499526425578912,391.45200000000006,2.6884000000000006,0.6567699640828235,1
C[S@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,-7.5,0.29781111034277896,400.4610000000001,-1.5392999999999983,0.5255451803963443,1
CC(C)[C@H]1SC(Nc2ccccc2F)=NC1=O,-5.699999809265137,0.8795666623454343,252.314,2.8916000000000013,0.7073561280136976,0
OCCOCCOCCOCCOCCO,-4.800000190734863,0.40232279111293295,238.27999999999994,-0.9625999999999986,0.7940087457876993,0
NCc1ccc(NC(=O)C(=O)O)cc1,-6.099999904632568,0.5848616558670394,194.19,0.16839999999999966,0.8268206863700573,0
NCCc1ccc(O)c(O)c1,-5.599999904632568,0.544872838506118,153.18099999999998,0.5989999999999998,0.8046853509856616,0
N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,-6.900000095367432,0.8691132223233109,302.3590000000001,2.4177800000000005,0.7475919809580441,1
CC1=C(CCO[P@](=O)(O)OP(=O)(O)O)S[C@H]([C@@H](O)/C=C/c2cccnc2)N1Cc1cnc(C)nc1N,-8.199999809265137,0.2513663547347989,559.478,2.5593199999999987,0.5358080105341336,1
O=C(CP(=O)(O)O)NO,-5.800000190734863,0.22430515385313884,155.046,-1.3305000000000002,0.6881668496270947,0
CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,-6.5,0.6764649608255843,400.4860000000002,2.4232000000000005,0.7268867611824144,1
C=C(O[C@@H]1CC(C(=O)O)=C[C@@H](OP(=O)(O)O)[C@H]1O)C(=O)O,-6.900000095367432,0.23703819062097536,324.17800000000005,-0.7766000000000002,0.5657927160806036,1
C=C1CS[C@H]([C@H](NC(=O)/C(=N\OC)c2csc(N)n2)C(=O)O)N[C@H]1C(=O)O,-7.400000095367432,0.21767633060260042,415.4530000000001,-0.6828999999999985,0.5509698033309564,1
Cc1cc(Nc2cc([C@@H]3CCCNC3)nc3c(-c4cnn(C)c4)cnn23)sn1,-6.800000190734863,0.5532441427528417,394.508,3.1053200000000007,0.637506574464312,1
