"model","actual_accuracy","n_items"
"Undi95/Llamix2-Xwin-MoE-4x13B",0.749255822097706,5711
"MaziyarPanahi/YamshadowInex12_Multi_verse_modelExperiment28",0.858343547539835,5711
"yunconglong/13B_MATH_DPO",0.863771668709508,5711
"DopeorNope/You_can_cry_Snowman-13B",0.809490457012782,5711
"traversaal-ai/traversaal-2.5-Mistral-7B",0.788478375065663,5711
"netcat420/MFANNv0.5",0.817019786377167,5711
"Eric111/Mathral",0.807914550866748,5711
"abhishek/autotrain-llama3-70b-orpo-v1",0.798634214673437,5711
"LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0",0.760287165119944,5711
"lamhieu/ghost-7b-v0.9.1",0.64892313080021,5711
"Mihaiii/Metis-0.5",0.767466293118543,5711
"jefferylovely/Merkaba-Maven-0.1",0.859043950271406,5711
"liminerity/phigment6-slerp",0.651724741726493,5711
"Novocoders/Mistral-NeuralDPO-v0.4",0.790754683943267,5711
"Test157t/Pasta-PrimaMaid-7b",0.807039047452285,5711
"NotAiLOL/Athena-Llama-3-8B-v0.1",0.721765014883558,5711
"wandb/mistral-7b-zephyr-sft",0.784451059359132,5711
"diffnamehard/Psyfighter2-Noromaid-ties-Capybara-13B",0.765890386972509,5711
"AA051610/A0121",0.788478375065663,5711
"Zangs3011/mistral_7b_HalfEpoch_DolphinCoder",0.746804412537209,5711
"FelixChao/Voldemort-10B",0.77517072316582,5711
"eduagarcia/mistral-orpo-mix-21k",0.759586762388373,5711
"DreadPoor/JustToSuffer-7B-slerp",0.819996497986342,5711
"chargoddard/MixtralRPChat-ZLoss",0.802661530379968,5711
"nbeerbower/MaidFlameSoup-7B",0.840133076518998,5711
"INSAIT-Institute/BgGPT-7B-Instruct-v0.2",0.73769917702679,5711
"manishiitg/open-aditi-hi-v1",0.724041323761163,5711
"allknowingroger/Multimerge-12B-MoE",0.85799334617405,5711
"Rebecca19990101/Breeze-Petro-7B-Instruct-v1",0.687095079670811,5711
"maywell/Synatra-RP-Orca-2-7b-v0.1",0.655401856067239,5711
"jsfs11/SnorkelWestBeagle-DARETIES-7B",0.828926632813868,5711
"MoxoffSpA/Volare",0.734022062686045,5711
"eren23/DistilHermes-2.5-Mistral-7B",0.783925757310454,5711
"ibivibiv/orthorus-125b-v2",0.84941341271231,5711
"chanwit/flux-base-optimized",0.729994746979513,5711
"elyza/ELYZA-japanese-Llama-2-13b",0.714235685519173,5711
"wang7776/Llama-2-7b-chat-hf-20-sparsity",0.663281386797409,5711
"flammenai/flammen22C-mistral-7B",0.813167571353528,5711
"fzzhang/toten_gsm8k_merged_s",0.780598844335493,5711
"augmxnt/shisa-base-7b-v1",0.659779373139555,5711
"yam-peleg/Experiment25-7B",0.855016634564875,5711
"zhengr/NeuralPipe-7B-slerp",0.807914550866748,5711
"allknowingroger/StarlingDolphin-7B-slerp",0.776221327263176,5711
"refine-ai/Llama3-7b",0.659604272456663,5711
"SuperAGI/SAM",0.741551392050429,5711
"netcat420/MFANNV0.8",0.844685694274208,5711
"SF-Foundation/TextBase-v0.2",0.854841533881982,5711
"APMIC/caigun-lora-model-34B-v2",0.784275958676239,5711
"222gate/Blurdus-7b-v0.1",0.85011381544388,5711
"core-3/kuno-royale-v3-7b",0.844685694274208,5711
"NECOUDBFM/Jellyfish",0.754158641218701,5711
"chrlu/zephyr-7b-gemma-hinge",0.747154613902994,5711
"yam-peleg/Experiment30-7B",0.857292943442479,5711
"weezywitasneezy/BenchmarkEngineering-7B-slerp",0.857468044125372,5711
"Locutusque/llama-3-neural-chat-v2.2-8B",0.749781124146384,5711
"Kquant03/Buttercup-4x7B-bf16",0.836455962178252,5711
"cloudyu/Truthful_DPO_TomGrc_FusionNet_34Bx2_MoE",0.806863946769392,5711
"openlynn/Llama-3-Soliloquy-8B-v2",0.70022763088776,5711
"icefog72/IceLatteRP-7b",0.83365435125197,5711
"Samee-ur/NeuralPipe-7B-slerp",0.808790054281212,5711
"smelborp/MixtralOrochi8x7B-Alt",0.802836631062861,5711
"argilla/distilabeled-Marcoro14-7B-slerp-full",0.833304149886185,5711
"yentinglin/Taiwan-LLM-8x7B-DPO",0.820171598669235,5711
"dfurman/Mistral-7B-Instruct-v0.2",0.746979513220102,5711
"juhwanlee/experiment2-cause-v1",0.758361057608125,5711
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.2",0.850989318858344,5711
"zorobin/mistral-class-shishya-all-hal-7b-ep3",0.688145683768167,5711
"openaccess-ai-collective/dpopenhermes-alpha-v0",0.768341796533006,5711
"Xenon1/Xenon-1",0.72649273332166,5711
"Mihaiii/Pallas-0.4",0.755384345998949,5711
"Mihaiii/Bucharest-0.3",0.775520924531606,5711
"cognitivecomputations/MegaDolphin-120b",0.829977236911224,5711
"BFauber/lora_llama2-13b_10e5_r128_a16",0.738399579758361,5711
"NousResearch/Hermes-2-Theta-Llama-3-8B",0.742426895464892,5711
"LeroyDyer/Mixtral_AI_MasterTron",0.658903869725092,5711
"yam-peleg/Experiment9-7B",0.83960777447032,5711
"rishiraj/smol-7b",0.783400455261775,5711
"diffnamehard/Mistral-CatMacaroni-slerp-uncensored",0.770968306776396,5711
"openchat/openchat-3.5-0106-gemma",0.718788303274383,5711
"DrNicefellow/Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567",0.677114340745929,5711
"mlabonne/NeuralMarcoro14-7B",0.834179653300648,5711
"louisbrulenaudet/Pearl-7B-0211-ties",0.854316231833304,5711
"aihub-app/ZySec-7B-v1",0.786902468919629,5711
"refuelai/Llama-3-Refueled",0.682542461915601,5711
"rishiraj/meow",0.835230257398004,5711
"NovoCode/Novocode7b-v3",0.724216424444055,5711
"cognitivecomputations/dolphin-2.8-experiment26-7b",0.765189984240939,5711
"mncai/mistral-7b-dpo-v6",0.841708982665032,5711
"DUAL-GPO/zephyr-7b-gpo-update3-i0",0.793381194186657,5711
"Community-LM/llava-v1.5-13b-hf",0.704955349325862,5711
"Stopwolf/Tito-7B-slerp",0.811066363158816,5711
"JaeyeonKang/CCK_Gony_v0.2",0.811066363158816,5711
"simonveitner/MathHermes-2.5-Mistral-7B",0.773945018385572,5711
"liminerity/binarized-ingotrix-slerp-7b",0.851164419541236,5711
"Xwin-LM/Xwin-Math-70B-V1.0",0.779373139555244,5711
"Kukedlc/NeuralSirKrishna-7b",0.856767641393801,5711
"moondriller/llama2-13B-eugeneparkthebest",0.685869374890562,5711
"kaitchup/Mayonnaise-4in1-01",0.849063211346524,5711
"Yhyu13/LMCocktail-Mistral-7B-v1",0.798459113990545,5711
"Muhammad2003/Myriad-7B-Slerp",0.857643144808265,5711
"Skylaude/WizardLM-2-4x7B-MoE",0.759761863071266,5711
"NovoCode/Novocode7b",0.708982665032394,5711
"LeroyDyer/Mixtral_Uncensored",0.771318508142182,5711
"Himitsui/Kaiju-11B",0.830502538959902,5711
"Sao10K/Frostwind-v2.1-m7",0.765540185606724,5711
"nonetrix/sillyrp-7b",0.791455086674838,5711
"jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca",0.71073367186132,5711
"gagan3012/MetaModelv2",0.842934687445281,5711
"Alsebay/L3-krai-test-2",0.689546489231308,5711
"Telugu-LLM-Labs/Telugu-Llama2-7B-v0-Instruct",0.6706356154789,5711
"CultriX/MonaCeption-7B-SLERP-DPO",0.856592540710909,5711
"yam-peleg/Experiment10-7B",0.837856767641394,5711
"rombodawg/Open_Gpt4_8x7B",0.812992470670636,5711
"KnutJaegersberg/webMistral-7B",0.713009980738925,5711
"Kukedlc/NeuralMiLLaMa-8B-slerp",0.725792330590089,5711
"Vasanth/Beast-Soul",0.843810190859744,5711
"manishiitg/open-aditi-hi-v4",0.731045351076869,5711
"davzoku/frankencria-llama2-11b-v1.3-m.1",0.660654876554019,5711
"giraffe176/Open_Hermes_Orca_Mistral-7B",0.780773945018386,5711
"Kukedlc/Smart-LLama-3-8b-Python-v5",0.734547364734722,5711
"rmihaylov/Llama-3-DARE-v1-8B",0.695850113815444,5711
"alnrg2arg/blockchainlabs_test3_seminar",0.856417440028016,5711
"MaziyarPanahi/Llama-3-8B-Instruct-DPO-v0.3",0.685694274207669,5711
"RESMPDEV/Wukong-0.1-Mistral-7B-v0.2",0.717912799859919,5711
"vicgalle/solarized-18B-dpo",0.830677639642795,5711
"kidyu/Moza-7B-v1.0",0.761512869900193,5711
"FoxEngineAi/Mega-Destroyer-8x7B",0.807214148135178,5711
"allknowingroger/LimmyAutomerge-7B-slerp",0.856592540710909,5711
"M4-ai/Hercules-Qwen1.5-14B",0.70740675888636,5711
"TeeZee/Xwin-LM-70B-V0.1_Jannie",0.814918578182455,5711
"karakuri-ai/karakuri-lm-70b-chat-v0.1",0.753283137804237,5711
"shenzhi-wang/Llama3-8B-Chinese-Chat",0.711434074592891,5711
"Gille/StrangeMerges_52-7B-dare_ties",0.826650323936263,5711
"SanjiWatsuki/Loyal-Toppy-Bruins-Maid-7B-DARE",0.80738924881807,5711
"TomGrc/FusionNet_passthrough_v0.1",0.83102784100858,5711
"chujiezheng/Starling-LM-7B-beta-ExPO",0.763263876729119,5711
"LoSboccacc/orthogonal-2x7B-base",0.796007704430047,5711
"SrikanthChellappa/Collaiborator-MEDLLM-Llama-3-8B",0.706531255471896,5711
"microsoft/Phi-3-medium-4k-instruct",0.794781999649799,5711
"Azazelle/SlimMelodicMaid",0.804587637891788,5711
"lloorree/jfdslijsijdgis",0.814218175450884,5711
"indischepartij/MiaLatte-Indo-Mistral-7b",0.792155489406409,5711
"kyujinpy/SOLAR-Platypus-10.7B-v2",0.760287165119944,5711
"martyn/llama-megamerge-dare-13b",0.751006828926633,5711
"cstr/Spaetzle-v8-7b",0.818070390474523,5711
"cgato/Thespis-7b-v0.2-SFTTest-3Epoch",0.776396427946069,5711
"liminerity/M7-7b",0.858168446856943,5711
"Vasanth/Beast-Soul-new",0.846436701103134,5711
"CorticalStack/mistral-7b-openhermes-sft",0.735247767466293,5711
"jisukim8873/mistralai-case-0-1",0.752232533706881,5711
"silvercoder67/Mistral-7b-instruct-v0.2-summ-sft-dpo-e2",0.854491332516197,5711
"shyamieee/JARVIS-v3.0",0.856942742076694,5711
"KoboldAI/LLaMA2-13B-Psyfighter2",0.768166695850114,5711
"abhishek/autotrain-llama3-8b-open-hermes-sft",0.673962528453861,5711
"YeungNLP/firefly-qwen1.5-en-14b-dpo-v0.1",0.731395552442655,5711
"maldv/winter-garden-7b-beta",0.78830327438277,5711
"decem/Dionysus-Mistral-m3-v5",0.719838907371739,5711
"kyujinpy/Sakura-SOLRCA-Instruct-DPO",0.841183680616354,5711
"Kquant03/Nanashi-2x7B-bf16",0.853615829101734,5711
"TwT-6/open_llm_leaderboard_demo2",0.762213272631763,5711
"arcee-ai/Clown-DPO-Extended",0.857643144808265,5711
"scb10x/typhoon-7b",0.725442129224304,5711
"OpenBuddy/openbuddy-deepseek-10b-v17.1-4k",0.646821922605498,5711
"ArianAskari/NeuralHermes-2.5-Mistral-7B",0.775520924531606,5711
"Walmart-the-bag/Influxient-4x13B",0.75871125897391,5711
"Yuma42/KangalKhan-Ruby-7B",0.791805288040623,5711
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_userresponse_iter_4",0.777447032043425,5711
"macadeliccc/SOLAR-10.7b-Instruct-dpo",0.834704955349326,5711
"Gille/MoE-StrangeMerges-2x7B",0.837331465592716,5711
"zhengr/MixTAO-7Bx2-MoE-Instruct-v1.0",0.844685694274208,5711
"bn22/OpenHermes-2.5-Mistral-7B-MISALIGNED",0.782174750481527,5711
"Weyaxi/Cosmosis-3x34B",0.785151462090702,5711
"abideen/NexoNimbus-MoE-2x7B",0.800560322185257,5711
"s3nh/Noromaid-Aeryth-7B",0.686044475573455,5711
"flammenai/flammen23X-mistral-7B",0.816319383645596,5711
"jan-hq/stealth-v1.2",0.807739450183856,5711
"Hastagaras/Halu-OAS-8B-Llama3",0.757135352827876,5711
"lvkaokao/mistral-7b-finetuned-orca-dpo-v2",0.763789178777797,5711
"louisbrulenaudet/Pearl-3x7B",0.798984416039223,5711
"TencentARC/LLaMA-Pro-8B",0.662580984065838,5711
"Kukedlc/NeuralKrishna-7B-v3",0.853790929784626,5711
"grimjim/Mistral-7B-Instruct-demi-merge-v0.2-7B",0.785326562773595,5711
"seyf1elislam/KuTrix-7b",0.839432673787428,5711
"louisbrulenaudet/Pearl-34B-dare",0.759936963754159,5711
"Isaak-Carter/JOSIE_Beta-3-7B-slerp",0.77972334092103,5711
"Dampfinchen/Llama-3-8B-Ultra-Instruct-SaltSprinkle",0.660829977236911,5711
"nbeerbower/flammen9-mistral-7B",0.835755559446682,5711
"Artples/L-MChat-7b",0.780073542286815,5711
"leveldevai/TurdusDareBeagle-7B",0.848362808614954,5711
"SCE/Mistral-7B-math-ia3-pruned10",0.782700052530205,5711
"DUAL-GPO/zephyr-7b-gpo-v5-i1",0.796533006478725,5711
"Ppoyaa/Alpha-Mistral-7B-Instruct",0.727193136053231,5711
"Undi95/Borealis-10.7B-DPO",0.720189108737524,5711
"CultriX/MergeTrix-7B",0.838382069690072,5711
"StrangeSX/Saraa-8B-ORPO-AUNQA-16bit",0.730344948345299,5711
"CorticalStack/pastiche-crown-clown-7b-dare-dpo",0.858693748905621,5711
"jrruethe/balthazar-2x10.7b-v1",0.769742601996148,5711
"abhishek/autotrain-mixtral7x8b-math",0.780073542286815,5711
"allknowingroger/JaskierMistral-7B-slerp",0.859394151637191,5711
"jsfs11/MixtureofMerges-MoE-4x7b-v3",0.851339520224129,5711
"TeeZee/BigMaid-20B-v1.0",0.790054281211697,5711
"Korabbit/Llama-2-7b-chat-hf-afr-441step-flan-v2",0.657327963579058,5711
"migtissera/Tess-2.0-Llama-3-70B-v0.2",0.835580458763789,5711
"jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1",0.745228506391175,5711
"Weyaxi/Newton-7B",0.732621257222903,5711
"openaccess-ai-collective/grendel",0.700577832253546,5711
"nlpguy/AlloyIngotNeoX",0.857117842759587,5711
"janhq/supermario-slerp-v2",0.816669585011382,5711
"rwitz2/go-bruins-v2.1",0.845911399054456,5711
"MSL7/INEX12-7b",0.857818245491157,5711
"RaduGabriel/SirUkrainian2.0DPO",0.761162668534407,5711
"Qwen/Qwen1.5-MoE-A2.7B-Chat",0.708282262300823,5711
"upstage/SOLAR-10.7B-Instruct-v1.0",0.835930660129575,5711
"ZhangShenao/0.001_idpo_declr_4iters_iter_4",0.788128173699877,5711
"bofenghuang/vigostral-7b-chat",0.77447032043425,5711
"flammenai/Mahou-1.1-mistral-7B",0.816144282962704,5711
"automerger/Experiment26Yamshadow-7B",0.856417440028016,5711
"aqweteddy/mistral_tv-neural-marconroni",0.810541061110138,5711
"Locutusque/OpenCerebrum-1.0-7b-SFT",0.75608474873052,5711
"mlabonne/NeuralHermes-2.5-Mistral-7B-laser",0.788828576431448,5711
"MediaTek-Research/Breeze-7B-Instruct-v1_0",0.744703204342497,5711
"ZhangShenao/0.001_idpo_declr_iter_2",0.791104885309053,5711
"viethq188/Rabbit-7B-DPO-Chat",0.826300122570478,5711
"gmonsoon/OpenMia-Indo-Engineering",0.788478375065663,5711
"fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s",0.800385221502364,5711
"Gille/StrangeMerges_40-7B-dare_ties",0.850464016809666,5711
"ryandt/MusingCaterpillar",0.843109788128174,5711
"ericpolewski/AIRIC-The-Mistral",0.752057433023989,5711
"Azure99/blossom-v5-7b",0.652600245140956,5711
"jae24/openhermes_dpo_norobot_0201",0.756259849413413,5711
"GOAT-AI/GOAT-70B-Storytelling",0.827525827350727,5711
"grimjim/kuno-kunoichi-v1-DPO-v2-SLERP-7B",0.829627035545439,5711
"migtissera/Tess-M-Creative-v1.0",0.784626160042024,5711
"wolfeidau/NeuralHermes-2.5-Mistral-7B",0.79618280511294,5711
"brucethemoose/Yi-34B-200K-DARE-merge-v5",0.791455086674838,5711
"zhengchenphd/Mistral-Plus-7B",0.772894414288216,5711
"jeiku/Lunar_10.7B",0.784100857993346,5711
"IDEA-CCNL/Ziya2-13B-Base",0.678690246891963,5711
"rmihaylov/Llama-3-DARE-v2-8B",0.689371388548415,5711
"YeungNLP/firefly-zephyr-6x7b-lora",0.748730520049028,5711
"DreadPoor/ToppyLake-Bagel-7B-slerp",0.800735422868149,5711
"one-man-army/una-neural-chat-v3-3-P2-OMA",0.810190859744353,5711
"ycros/BagelMIsteryTour-v2-8x7B",0.822623008229732,5711
"jeonsworld/CarbonVillain-en-13B-v1",0.840658378567676,5711
"xxyyy123/test_merge_p_ov1_w0.66_w0.5_n1",0.740500787953073,5711
"chlee10/T3Q-Merge-Mistral7B",0.85799334617405,5711
"mlabonne/NeuralMonarch-7B",0.857292943442479,5711
"OpenPipe/mistral-ft-optimized-1227",0.803712134477324,5711
"SanjiWatsuki/Kunoichi-7B",0.825599719838907,5711
"dreamgen/opus-v1.2-llama-3-8b",0.686569777622133,5711
"mychen76/mistral-7b-merged-dare_6x7",0.824549115741551,5711
"YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2",0.860444755734547,5711
"JunchengXie/Mistral-7B-Instruct-v0.2-gpt-4-80k-base_lora",0.709683067763964,5711
"ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_iter_4",0.781649448432849,5711
"jan-hq/stealth-rag-v1.1",0.76659078970408,5711
"indischepartij/OpenMia-Indo-Engineering-7b",0.788478375065663,5711
"Sao10K/Fimbulvetr-11B-v2-Test-14",0.832778847837507,5711
"OpenBuddy/openbuddy-deepseek-67b-v15.3-4k",0.786026965505165,5711
"juhwanlee/gemma-7B-alpaca-case-0-2",0.734547364734722,5711
"SilverCoder66/Mistral-7B-Instruct-adapt-v0.22",0.850288916126773,5711
"kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31",0.771493608825074,5711
"twodgirl/Nimue-7B",0.746629311854316,5711
"Gille/StrangeMerges_18-7B-dare_ties",0.776396427946069,5711
"vaiv/llamion-14b-base",0.706005953423218,5711
"DreadPoor/WestMonarchLasers-7B-slerp",0.850989318858344,5711
"llmixer/BigWeave-v20-110b",0.84153388198214,5711
"Yash21/OpenMistral-MoE",0.767816494484329,5711
"TIGER-Lab/MAmmoTH2-7B-Plus",0.702679040448258,5711
"giraffe176/Open_Hermes_Maid_Sam_Mistral_dtv0.1",0.813342672036421,5711
"Undi95/C-Based-2x7B",0.786552267553843,5711
"MaziyarPanahi/Calme-7B-Instruct-v0.2",0.858693748905621,5711
"luqmanxyz/LelaStarling-7B",0.811241463841709,5711
"CultriX/NeuralCeptrix-7B-SLERP",0.860094554368762,5711
"FlagAlpha/Llama3-Chinese-8B-Instruct",0.668534407284188,5711
"hiyouga/Qwen-14B-Chat-LLaMAfied",0.733146559271581,5711
"TwT-6/open_llm_leaderboard_demo",0.724216424444055,5711
"EmbeddedLLM/Medusa2-Mistral-7B-Instruct-v0.2",0.785151462090702,5711
"TheBloke/Orca-2-13B-GPTQ",0.685694274207669,5711
"Kukedlc/FrankeMerge-12.5B",0.83365435125197,5711
"MaziyarPanahi/Llama-3-8B-Instruct-v0.4",0.754333741901593,5711
"TencentARC/LLaMA-Pro-8B-Instruct",0.648222728068639,5711
"LeroyDyer/Mixtral_AI_CyberBrain_3_0",0.77447032043425,5711
"OpenBuddy/openbuddy-mistral2-7b-v20.2-32k",0.689721589914201,5711
"sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted",0.780598844335493,5711
"UCLA-AGI/test_final",0.799334617405008,5711
"nbeerbower/flammen15X-mistral-7B",0.845736298371564,5711
"MexIvanov/zephyr-python-ru-merged",0.7350726667834,5711
"TitleOS/ExperimentOne",0.763088776046227,5711
"YKM12/Mistral-7B-summ-privatev1",0.854491332516197,5711
"AwanLLM/Awanllm-Llama-3-8B-Instruct-ORPO-v0.1",0.682542461915601,5711
"jondurbin/nontoxic-bagel-34b-v0.2",0.792155489406409,5711
"tcapelle/gemma-7b-zephyr-dpo",0.704605147960077,5711
"DreadPoor/connate-7B-slerp",0.84748730520049,5711
"macadeliccc/laser-dolphin-mixtral-2x7b-dpo",0.800560322185257,5711
"BFauber/lora_llama2-13b_10e5_r2_a64",0.733496760637366,5711
"aloobun/Cypher-7B",0.810365960427246,5711
"ewqr2130/alignment-handbook-zephyr-7b_ppo_5e7step_102",0.742076694099107,5711
"PSanni/MPOMixtral-8x7B-Instruct-v0.1",0.832603747154614,5711
"LeroyDyer/Mixtral_AI_CyberUltron_DPO",0.709332866398179,5711
"refine-ai/Power-Llama-3-13b-Instruct",0.786202066188058,5711
"andysalerno/rainbowfish-v6",0.743302398879356,5711
"Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test",0.838206969007179,5711
"acrastt/kalomaze-stuff",0.761687970583085,5711
"nbeerbower/llama-3-dragonmaid-8B-v2",0.769567501313255,5711
"v1olet/v1olet_merged_dpo_7B_v3",0.832953948520399,5711
"andysalerno/openchat-nectar-0.11",0.756610050779198,5711
"lemon-mint/gemma-ko-7b-instruct-v0.62",0.691997898791805,5711
"adamo1139/yi-34b-200k-rawrr-dpo-2",0.77709683067764,5711
"LeroyDyer/Mixtral_AI_128k_b",0.781474347749956,5711
"grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B",0.821922605498161,5711
"migtissera/Tess-70B-v1.6",0.818245491157416,5711
"0-hero/Matter-0.1-Slim-7B-preview",0.712484678690247,5711
"AA051610/A0127",0.772194011556645,5711
"xxx777xxxASD/L3-ChaoticSoliloquy-v1.5-4x8B",0.721765014883558,5711
"kuotient/Seagull-Llama-3-8B-orpo-v0.1",0.727893538784801,5711
"CorticalStack/mistral-7b-slimorca-sft",0.754859043950271,5711
"RaduGabriel/MUZD",0.813167571353528,5711
"l3utterfly/mistral-7b-v0.1-layla-v2",0.696375415864122,5711
"dawn17/StarlingMaid-2x7B-base",0.787777972334092,5711
"NousResearch/Meta-Llama-3-8B-Instruct",0.675013132551217,5711
"Locutusque/Llama-3-Orca-2.0-8B",0.735422868149186,5711
"martyn/llama2-megamerge-dare-13b-v2",0.71528628961653,5711
"Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp",0.797233409210296,5711
"louisbrulenaudet/Pearl-7B-0210-dare",0.852390124321485,5711
"Sao10K/NyakuraV2.1-m7",0.731920854491332,5711
"PistachioAlt/Noromaid-Bagel-7B-Slerp",0.77972334092103,5711
"0-hero/Matter-0.2-32B",0.76921729994747,5711
"uukuguy/speechless-zephyr-code-functionary-7b",0.767116091752758,5711
"automerger/PasticheInex12-7B",0.859043950271406,5711
"csujeong/Falcon-7B-Fintued-Finance-Stock-E",0.6706356154789,5711
"allknowingroger/M7merge-7B-slerp",0.857292943442479,5711
