_id	data_resolution	location_distribution	owner	place_name	polygon
50e5fdeed7c3df413b000899	1000	randomly	deepak.jagdish@gmail.com	London	-0.215606689453125,51.58304327584645,-0.0933837890625,51.62057451128889,0.015106201171875,51.60778325682618,0.078277587890625,51.56085114529479,0.056304931640625,51.45828549061808,-0.078277587890625,51.43603249210617,-0.281524658203125,51.465130385364795,-0.311737060546875,51.53779400311784
50e5ff26d7c3df413b000902	1000	randomly	deepak.jagdish@gmail.com	Madrid	-3.687286376953125,40.52423878069866,-3.636474609375,40.479336856947604,-3.571929931640625,40.470979694762356,-3.5211181640625,40.446947059600504,-3.544464111328125,40.405130697527866,-3.5870361328125,40.36642741921034,-3.687286376953125,40.32246702124231,-3.80950927734375,40.371658891506094,-3.834228515625,40.44172143612721,-3.758697509765625,40.48560404594878
50e6f9cdd7c3df413b0009cf	1000	randomly	deepak.jagdish@gmail.com	Moscow	37.7435302734375,55.6496986320826,37.5732421875,55.6582213948113,37.4798583984375,55.68842351554002,37.437286376953125,55.722469719011116,37.445526123046875,55.81362907119958,37.4853515625,55.86144097132764,37.544403076171875,55.87839235515579,37.585601806640625,55.879933023171816,37.66937255859375,55.849878967015044,37.6611328125,55.82057315625548,37.780609130859375,55.80359653829958,37.841033935546875,55.7765730186677,37.827301025390625,55.69306792645791
50e6fcabd7c3df413b000aa6	1000	randomly	deepak.jagdish@gmail.com	Paris	2.3016357421875,48.93513072104532,2.360687255859375,48.917987254592525,2.4114990234375,48.93242424920101,2.462310791015625,48.90444878143716,2.492523193359375,48.83489352771377,2.44720458984375,48.784247149826534,2.390899658203125,48.75166174807409,2.245330810546875,48.75890477584505,2.204132080078125,48.823140892101684,2.18902587890625,48.899935141803255,2.248077392578125,48.93332642278536
50e6fdcdd7c3df413b000b08	1000	randomly	deepak.jagdish@gmail.com	Rome	12.43377685546875,41.98195261665715,12.517547607421875,41.98705662960288,12.583465576171875,41.95846888718632,12.61505126953125,41.91147545749744,12.62054443359375,41.891032732083765,12.56561279296875,41.80817277478235,12.506561279296875,41.785649068644425,12.429656982421875,41.80407814427234,12.393951416015625,41.82045509614034,12.3651123046875,41.870583462266836,12.377471923828125,41.933954896061636,12.399444580078125,41.96970131621059
50e6feb9d7c3df413b000b64	500	randomly	deepak.jagdish@gmail.com	Washington DC	-77.11921691894531,38.9348437659246,-77.09243774414062,38.90920161982438,-77.06153869628906,38.90332398953275,-77.04986572265625,38.88622266187655,-77.03475952148438,38.886757140695906,-77.02720642089844,38.87767045390622,-77.01828002929688,38.8616322896231,-77.00660705566406,38.87232480120915,-76.99012756347656,38.87072102699573,-76.97364807128906,38.88301570451763,-76.95030212402344,38.921489637879205,-77.02789306640625,38.99570671505043
50e700fdd7c3df413b000bdb	500	randomly	deepak.jagdish@gmail.com	Zagreb	15.832672119140625,45.81922927350269,15.8807373046875,45.8149222464981,15.8917236328125,45.826885387845635,15.941848754882812,45.828320792071516,15.961761474609375,45.81922927350269,15.996780395507812,45.83166992465285,16.040725708007812,45.84793427349226,16.064071655273438,45.84028105450088,16.105270385742188,45.83358362421937,16.070938110351562,45.821621922335794,16.081924438476562,45.79481838231974,16.069564819335938,45.75075599455506,16.051712036132812,45.74500616007653,15.988540649414062,45.75458888849698,15.921249389648438,45.74644367422241,15.853958129882812,45.789551885661844
50e70a8cd7c3df413b000c72	1000	randomly	deepak.jagdish@gmail.com	New York	-74.02313232421875,40.71603763556807,-73.9105224609375,40.925964939514294,-73.80615234375,40.91143695415641,-73.8116455078125,40.75557964275588,-73.7677001953125,40.670222795307346,-73.91876220703125,40.58684239087908,-74.0093994140625,40.57224011776901,-74.0423583984375,40.622291783092706,-74.01214599609375,40.68896903762434,-73.99566650390625,40.79301881008675
50e7316dd7c3df413b000d04	1000	randomly	deepak.jagdish@gmail.com	Santiago	-70.7904052734375,-33.49559774486569,-70.76568603515625,-33.48070852506528,-70.78903198242188,-33.414248522310494,-70.75881958007812,-33.39017286472247,-70.73684692382812,-33.37755914387822,-70.71075439453125,-33.36953127791291,-70.68878173828125,-33.36379663433047,-70.64208984375,-33.37641235124677,-70.63934326171875,-33.43258740206331,-70.61050415039062,-33.41654109412407,-70.60501098632812,-33.389026238446085,-70.55419921875,-33.378705921387805,-70.55145263671875,-33.32938083662339,-70.51300048828125,-33.32823340910777,-70.499267578125,-33.37067816127025,-70.49789428710938,-33.40393120023467,-70.5322265625,-33.408516828002675,-70.52947998046875,-33.44633901936735,-70.543212890625,-33.49903335512183,-70.56655883789062,-33.51506440010567,-70.54046630859375,-33.57000543108402,-70.53085327148438,-33.61347563543629,-70.55694580078125,-33.632915738704774,-70.59677124023438,-33.631772324639655,-70.61325073242188,-33.57000543108402,-70.6365966796875,-33.56886118255555,-70.66680908203125,-33.57572644624358,-70.67916870117188,-33.612331963363914,-70.70938110351562,-33.60203823188579,-70.70938110351562,-33.53567137952552,-70.73684692382812,-33.519644153199245,-70.78628540039062,-33.55169563498065
50e73270d7c3df413b000d8c	250	randomly	deepak.jagdish@gmail.com	Valparaiso	-71.64665222167969,-33.01960325965123,-71.65763854980469,-33.0305416674074,-71.66141510009766,-33.05068781203997,-71.58554077148438,-33.06449964802094,-71.56013488769531,-33.054716488042736,-71.55155181884766,-33.02766327065951,-71.53575897216797,-33.05068781203997,-71.52202606201172,-33.03572254463766,-71.54949188232422,-32.991675380663935,-71.55155181884766,-33.00405687168935,-71.56837463378906,-33.02248191961359,-71.58554077148438,-33.02651188563762,-71.60820007324219,-33.04090311724091,-71.62124633789062,-33.04262990707621,-71.62776947021484,-33.03341997014215,-71.63566589355469,-33.017588141749
50e733f0d7c3df413b000e41	1000	randomly	deepak.jagdish@gmail.com	Tokyo	139.73922729492188,35.80222155213377,139.75433549609374,35.77994251888402,139.84771928515624,35.775485962767995,139.87930497851562,35.71975793933433,139.89166459765624,35.68184060244455,139.86969194140624,35.633860507136994,139.83810624804687,35.6427892190328,139.833986375,35.60260216082557,139.80926713671874,35.62827955564882,139.7845478984375,35.5936689609791,139.7625752421875,35.632744348010625,139.77218827929687,35.572448615622804,139.713136765625,35.55792619233775,139.6636982890625,35.59701902776685,139.61700639453124,35.63720889099896,139.61288652148437,35.703031925256354,139.61288452148438,35.77771427205079,139.67056474414062,35.80110774881785
50e734e9d7c3df413b000ebf	1000	randomly	deepak.jagdish@gmail.com	Atlanta	-84.45327758789062,33.88523743261854,-84.48760986328125,33.84874817060767,-84.49310302734375,33.76544869849223,-84.49859619140625,33.704920213014425,-84.48898315429688,33.61805017197452,-84.42718505859375,33.6637821799003,-84.37088012695312,33.66492516885242,-84.33380126953125,33.67178278364434,-84.26239013671875,33.704920213014425,-84.22943115234375,33.74375471785338,-84.25827026367188,33.803114667648735,-84.25140380859375,33.851029206367905,-84.26513671875,33.88865750124075,-84.30496215820312,33.92171109438835,-84.35577392578125,33.911454454267606,-84.41207885742188,33.91031475138271
50e735e8d7c3df413b000f54	500	randomly	deepak.jagdish@gmail.com	Bangkok	100.44387817382812,13.770731888984013,100.50361633300781,13.814743706970393,100.54413041796874,13.814743706970393,100.57846269335937,13.79340568019594,100.62240800585937,13.775400202363363,100.61691484179687,13.742720052070034,100.62172136035156,13.724043632799845,100.60386857714843,13.702697333066926,100.55305680957031,13.708034089915387,100.546877,13.677346083584968,100.48782348632812,13.67267581866982,100.44525346484374,13.668672660746207,100.45555114746094,13.726711783772902
50e73766d7c3df413b00103f	1000	randomly	deepak.jagdish@gmail.com	Berlin	13.237152099609375,52.64056351447151,13.31268310546875,52.558820799874695,13.29071044921875,52.53627304145948,13.204193115234375,52.558820799874695,13.143768310546875,52.56883830783741,13.11492919921875,52.56132539134846,13.121795654296875,52.52457705042609,13.253631591796875,52.500339730516956,13.2879638671875,52.471906536449396,13.24676513671875,52.447640168883865,13.18084716796875,52.42587274336118,13.267364501953125,52.417497793298324,13.360748291015625,52.40828351070693,13.4197998046875,52.374760798535036,13.437652587890625,52.43508335105992,13.539276123046875,52.39739142194209,13.577728271484375,52.41163438166172,13.553009033203125,52.44680315903381,13.514556884765625,52.47441608702583,13.5955810546875,52.4777619318499,13.632659912109375,52.52624809700062,13.662872314453125,52.52791908000258,13.59832763671875,52.54295506642127,13.563995361328125,52.57301159428889,13.4747314453125,52.580522509085576,13.487091064453125,52.60805152239317,13.459625244140625,52.618891536583035,13.42254638671875,52.607217563985316,13.29620361328125,52.65306169664117
50e73a60d7c3df413b0010cc	500	randomly	deepak.jagdish@gmail.com	Bratislava	17.021255493164062,48.20682894891699,17.010955810546875,48.18211201964851,17.046661376953125,48.17341248658083,17.037734985351562,48.15600899174947,17.057647705078125,48.145014268229396,17.069320678710938,48.137224913818905,17.091293334960938,48.10513864768105,17.127685546875,48.07670264591116,17.13592529296875,48.111099041065366,17.137298583984375,48.14272340433031,17.16339111328125,48.123476110932515,17.189483642578125,48.13447544771421,17.193603515625,48.12164265909684,17.22930908203125,48.12072590863865,17.231369018554688,48.139057809425765,17.219696044921875,48.16471147729773,17.197723388671875,48.169291139886596,17.18764735808918,48.176925051695626,17.212142944335938,48.19355652468742,17.190170288085938,48.203625575146994,17.12493896484375,48.181196348841176,17.113265991210938,48.16745932392312,17.114639282226562,48.176159867027536,17.076873779296875,48.172038741152825,17.062454223632812,48.189894561126884,17.044601440429688,48.200422001027874
50e743a7d7c3df413b001136	500	randomly	deepak.jagdish@gmail.com	Bucharest	26.1090087890625,44.53763230134611,26.04583740234375,44.520989167323734,25.979232788085938,44.524905626703834,25.967508477878255,44.48859744822102,26.01287841796875,44.467601176361136,26.0211181640625,44.45142820106396,25.9661865234375,44.46319080919909,25.997772216796875,44.44456558540571,25.979232788085938,44.434270150140705,25.97442626953125,44.417597503926196,26.013565063476562,44.42299211572248,25.98541259765625,44.405825714112936,25.997085571289062,44.3906169787868,26.03485107421875,44.41416430998939,26.04034423828125,44.40288239643732,26.0101318359375,44.38767289599186,26.01837158203125,44.3768766587829,26.038284301757812,44.357242035876375,26.0595703125,44.37344107487884,26.093215942382812,44.351350365612326,26.171493530273438,44.35527821160296,26.192779541015625,44.37245944245639,26.14471435546875,44.38325649413714,26.149520874023438,44.39257961837961,26.17767333984375,44.384728665110295,26.212005615234375,44.38914495590017,26.239471435546875,44.454369075238446,26.214752197265625,44.497974651293234,26.176300048828125,44.52588470040996,26.15570068359375,44.48621905301393,26.12823486328125,44.4906276800508,26.148834228515625,44.52196830685205
50e745a4d7c3df413b00127a	1000	randomly	deepak.jagdish@gmail.com	Cape Town	18.47900390625,-33.82707529344597,18.483123779296875,-33.87611657932119,18.45428466796875,-33.92171109438834,18.40484619140625,-33.89207743274474,18.370513916015625,-33.92399018008704,18.39935302734375,-33.939942072648996,18.45428466796875,-33.94563845296301,18.447418212890625,-33.98550244004416,18.441925048828125,-34.07427493266742,18.488616943359375,-34.083374550936476,18.51470947265625,-34.04241857075927,18.527069091796875,-33.99688871842938,18.5504150390625,-33.99575015925126,18.590240478515625,-34.05721051351029,18.63555908203125,-34.06631196472104,18.65478515625,-34.04355650412745,18.621826171875,-34.0367286748951,18.642425537109375,-34.01738017414994,18.73443603515625,-34.04355650412745,18.702850341796875,-34.06176136129717,18.628692626953125,-34.02420956051234,18.625915978556122,-34.00651050413835,18.58612060546875,-34.00144280255185,18.576507568359375,-33.960447257721,18.623199462890625,-33.967281221417295,18.6602783203125,-33.98550244004416,18.694610595703125,-33.94108137920573,18.724822998046875,-33.854450645803894,18.535308837890625,-33.83962341851979,18.5284423828125,-33.80311466764873
50e748dbd7c3df413b0012f5	250	randomly	deepak.jagdish@gmail.com	Copenhagen	12.544326782226562,55.73445620353334,12.580032348632812,55.73097663550987,12.588958740234375,55.71164005362045,12.602691650390625,55.72362986221819,12.623977661132812,55.716668485967226,12.600631713867188,55.70428964195772,12.599258422851562,55.68958466999194,12.59033203125,55.676810074389465,12.612991333007812,55.69655087260051,12.648696899414062,55.6779715736916,12.6397705078125,55.664031305735485,12.658309936523438,55.631097072963236,12.617111206054688,55.62528227409465,12.588272094726562,55.62605763045996,12.572479248046875,55.63381035051649,12.561492919921875,55.63458553816605,12.561492919921875,55.63923634199556,12.566299438476562,55.642724082556086,12.528533935546875,55.64388659373411,12.533340454101562,55.65202320591278,12.534027099609375,55.671002060547266,12.547760009765625,55.68339144777604,12.520294189453125,55.70119431809102,12.4969482421875,55.689197622339314,12.487335205078125,55.72208299694953
50e74a36d7c3df413b001488	500	randomly	deepak.jagdish@gmail.com	Dublin	-6.03973388671875,53.3866046856269,-6.2347412109375,53.4111690352551,-6.31439208984375,53.40298249424814,-6.35009765625,53.3906997286506,-6.378936767578125,53.369401202898764,-6.38031005859375,53.32185071096412,-6.34185791015625,53.29887631763788,-6.31988525390625,53.270140936902166,-6.23199462890625,53.26849833145892,-6.178436279296875,53.256176778984134,-6.109771728515625,53.256176778984134,-6.085052490234375,53.27342595846812,-6.11663818359375,53.2865635206158,-6.145477294921875,53.30297979468481,-6.197662353515625,53.306262292435996,-6.21002197265625,53.33333327155682,-6.183929443359375,53.337433437129675,-6.230621337890625,53.3612066254703,-6.185302734375,53.35628912245418,-6.15509033203125,53.379232615442625,-6.118011474609375,53.387423725746345,-6.093292236328125,53.36202615413913,-6.053466796875,53.363665164191865
50e7509bd7c3df413b00157e	500	randomly	deepak.jagdish@gmail.com	Gaborone	25.87005615234375,-24.625172168430954,25.916061401367188,-24.568981799204426,25.951766967773438,-24.598328805778873,25.97442626953125,-24.620178490687717,25.956573486328125,-24.638279623307877,25.99365234375,-24.64327257776813,26.0101318359375,-24.665738402411815,25.95794677734375,-24.70254864554717,25.927047729492188,-24.6850807327991,25.892715454101562,-24.700053379373365,25.852890014648438,-24.663242399354008,25.86456298828125,-24.652009767778683,25.849456787109375,-24.637655489967766
50e751ded7c3df413b001609	500	randomly	deepak.jagdish@gmail.com	Glasgow	-4.3347930908203125,55.90726970750665,-4.239349365234375,55.90880922935591,-4.154205322265625,55.90457539720638,-4.130859375,55.85951420951555,-4.1631317138671875,55.84216905273285,-4.2002105712890625,55.83908465882043,-4.2647552490234375,55.80629785921945,-4.349212646484375,55.82481615378437,-4.3890380859375,55.85488959127993,-4.3663787841796875,55.88686527264865
50e752cdd7c3df413b001694	500	randomly	deepak.jagdish@gmail.com	Guadalajara	-103.45413208007812,20.69381925464771,-103.43902587890625,20.64435065990819,-103.4307861328125,20.61800366988393,-103.38546752929688,20.591652120829167,-103.36967468261719,20.612219573881042,-103.35182189941406,20.601936194281027,-103.28521728515625,20.614790310333362,-103.26942443847656,20.689965137963874,-103.29002380371094,20.711803837413903,-103.326416015625,20.721437557508086,-103.37242126464844,20.740061012052134,-103.40126037597656,20.73941886210826
50e754ccd7c3df413b001786	500	randomly	deepak.jagdish@gmail.com	Helsinki	24.979476928710938,60.28000452943944,24.884719848632812,60.2513973691826,24.85382080078125,60.23844781827411,24.824981689453125,60.22242418522648,24.82635498046875,60.20468677990852,24.869613647460938,60.19615576604439,24.868927001953125,60.188988000221,24.841461181640625,60.182501529929304,24.850387573242188,60.17703824515124,24.877853393554688,60.189329357896995,24.909439086914062,60.1814772332624,24.902572631835938,60.171232509172945,24.916305541992188,60.17003708320595,24.897422790527344,60.16440091772245,24.888839721679688,60.1644009177224,24.879913330078125,60.16627974697341,24.86652374267578,60.163888491100415,24.862060546875,60.16918318088313,24.853477478027344,60.16901239775532,24.85279083251953,60.15466344542324,24.85931396484375,60.15090435112648,24.872703552246094,60.15637198256441,24.875450134277344,60.14458126862982,24.889183044433594,60.14577762073669,24.888153076171875,60.15722621783532,24.90325927734375,60.16013045170841,24.9005126953125,60.15500515995551,24.910812377929688,60.148853754888385,24.9224853515625,60.15910545729056,24.927635192871094,60.15825127085749,24.92076873779297,60.148341085846326,24.926605224609375,60.14577762073666,24.934844970703125,60.15534687093573,24.94342803955078,60.15346741658762,24.955787658691406,60.1524422143808,24.96265411376953,60.156884526390904,24.953041076660156,60.16593814964542,24.956302642822266,60.166877533752256,24.970550537109375,60.163034428973404,24.98119354248047,60.16627974697341,24.975013732910156,60.169353963123186,24.961624145507812,60.17072018908488,24.962997436523438,60.17584303045073,24.982223510742188,60.181818669034776,24.984283447265625,60.197179604819276,24.980506896972656,60.21952545753577,25.059127807617188,60.24560478190923,25.02960205078125,60.27898327570019
50e755bad7c3df413b0017f3	1000	randomly	deepak.jagdish@gmail.com	Houston	-95.416259765625,29.87399221123568,-95.350341796875,29.890662187739512,-95.31051635742188,29.870419710858783,-95.29129028320312,29.80728445022253,-95.26931762695312,29.758416604879724,-95.284423828125,29.6880527498568,-95.37368774414062,29.657029295594768,-95.40802001953125,29.66896252599253,-95.43960571289062,29.679701222948996,-95.47805786132812,29.69282473938078,-95.48080444335938,29.76199310960153,-95.46707153320312,29.846599772557102,-95.44509887695312,29.869228848968312
50e756bed7c3df413b001866	500	randomly	deepak.jagdish@gmail.com	Johannesburg	27.958831787109375,-26.10303782008056,27.9931640625,-26.119068596145137,28.018569946289062,-26.128316120642406,28.048095703125,-26.137562913090946,28.070068359375,-26.137562913090946,28.10577392578125,-26.119685120549466,28.13323974609375,-26.140645014531366,28.132553100585938,-26.18809909773477,28.129119873046875,-26.22383097498189,28.107833862304688,-26.254009699865733,28.06732177734375,-26.26755678219657,28.024063110351562,-26.27248260209306,27.985610961914062,-26.2847962372428,27.986984252929688,-26.265709545848996,27.965011596679688,-26.260783438573387,27.954025268554688,-26.210894837858515,27.94921875,-26.168380265220303,27.925186157226562,-26.15173990595914
50e7583bd7c3df413b0019b0	500	randomly	deepak.jagdish@gmail.com	Los Angeles	-118.3502197265625,34.08621798113671,-118.36189270019531,34.0628990350628,-118.36807250976562,34.045263375550654,-118.36395263671875,34.02477865123825,-118.33511352539062,34.004858205417236,-118.3282470703125,33.97354520578364,-118.2843017578125,33.95475186857191,-118.267822265625,33.97639231886985,-118.24653625488281,33.97582290387966,-118.23966979980469,33.99745799229644,-118.20602416992188,34.003150521152186,-118.19091796875,34.01453443432472,-118.21357727050781,34.03103839734782,-118.2073974609375,34.04867701532946,-118.22181701660156,34.07199987534163,-118.25311629153089,34.095558212889365,-118.27125549316406,34.11748941036342,-118.34815979003906,34.105550773988746
50f38123fdc9f065f0000064	500	randomly	deepak.jagdish@gmail.com	Mexico City	-99.02857107954333,19.483294874113643,-99.06976981001208,19.41401605109671,-99.0601567729027,19.349242793282624,-99.08693594770739,19.306478341854376,-99.14942068891833,19.28833246706615,-99.17825980024645,19.305830302135323,-99.18718619184801,19.369325252713,-99.20984549360583,19.406244619923424,-99.21533865766833,19.43797562483304,-99.17963309126208,19.472289935416935,-99.10272879438708,19.514363604616644
50f37d44fdc9f065f0000000	1000	randomly	deepak.jagdish@gmail.com	Melbourne	144.85324405599385,-37.850961214839245,144.8285268177126,-37.7972656760747,144.9164174427126,-37.720179648403835,144.98645528450947,-37.71909335611769,145.05717977181416,-37.76796073675532,145.06267292539928,-37.84011678865693,145.12241108457897,-37.87318732782443,145.12241108457897,-37.92249448567321,145.06610615293835,-37.95498662795115,144.99469502012585,-37.95227949808881,144.97340900938366,-37.87101922244024,144.95143635313366,-37.85312991863191,144.91504215169698,-37.8417435472138,144.90611576009542,-37.871561246497194
50f38253fdc9f065f000019f	500	randomly	deepak.jagdish@gmail.com	Milan	9.177834552247077,45.430079047171446,9.205300372559577,45.42293808688198,9.24718574853614,45.428721011648236,9.26915840478614,45.40269321799457,9.300744098145515,45.42582962699404,9.301430743653327,45.486517603227476,9.27465156884864,45.50240128037948,9.294564288575202,45.51539368403143,9.287011187989265,45.53319321831215,9.267098468262702,45.5461785133733,9.17852119775489,45.557631077201414,9.127022784668952,45.535510691357345,9.09612373681739,45.52685251869474,9.062478106934577,45.4671711113026,9.083764117676765,45.432006508284665,9.110543292481452,45.40067710916458,9.15929512353614,45.38765824912056,9.184701007325202,45.39392696352192
50f386b1fdc9f065f00002c8	500	randomly	deepak.jagdish@gmail.com	Minneapolis	-93.32460684352554,45.03576519561146,-93.33765310817398,45.0017891168405,-93.31293386989273,44.977022422785595,-93.29302115016617,44.952245027031864,-93.2779149489943,44.8919573054058,-93.24632926087361,44.89779437151582,-93.23671622376423,44.895362334958655,-93.19895072083455,44.89633516192483,-93.20238394837361,44.9468994853829,-93.22023673157673,44.96730707804019,-93.20650382142048,44.980422412134665,-93.2174901443068,45.02994215526191,-93.24838919215836,45.03285375042247
50f38816fdc9f065f0000364	1000	randomly	deepak.jagdish@gmail.com	Montreal	-73.56706901744474,45.655407119221756,-73.64809318736661,45.60258816773619,-73.66251273517264,45.55500856141403,-73.72431083087577,45.532406146338126,-73.75040336279199,45.49728224682161,-73.74971671597444,45.452021928723184,-73.63985343603417,45.415401901412714,-73.59110160497949,45.414919900559156,-73.53616996435449,45.468396871148855,-73.50252433447167,45.50546373759843,-73.44003959326074,45.50786983868806,-73.40914054540917,45.524228564320545,-73.44759269384667,45.54394893796344,-73.43866630224511,45.56846950807063,-73.47711844806327,45.575679406712716,-73.52175040607108,45.526633860696094,-73.54578299884452,45.52855802173018,-73.50870414928067,45.57375685160065,-73.48947807506192,45.655887063212255
50f3895afdc9f065f00003cc	500	randomly	deepak.jagdish@gmail.com	Munich	11.371666949708015,48.19383999242165,11.391579669434577,48.12559334241553,11.457497638184577,48.11734263388341,11.46642402978614,48.083409131134886,11.511055987793952,48.06413962489074,11.541955035645515,48.06046842190962,11.586586993653327,48.09074801666088,11.611306231934577,48.06735171272449,11.664864581543952,48.07010477132272,11.703316729981452,48.06781056605141,11.71361641259864,48.10083725517319,11.720482867676765,48.13246793456942,11.711556476075202,48.15446040091559,11.676537555176765,48.15446040091559,11.643578570801765,48.18331121404796,11.66143135400489,48.2084851627288,11.642891925293952,48.227700576653355,11.594826739747077,48.23501882334805,11.508309405762702,48.22907281628885
50f38aaefdc9f065f0000562	500	randomly	deepak.jagdish@gmail.com	Philadelphia	-75.18830146989785,40.08589523614405,-75.22332040127367,40.075387663231,-75.22881356533617,40.03964974604858,-75.2473529940471,40.005996931598105,-75.25215951260179,39.9612761387297,-75.22950021084398,39.939694468577756,-75.19654122646898,39.93811505464138,-75.19997445400804,39.92126571508126,-75.18761483486742,39.88386641138758,-75.13886300381273,39.889661999440655,-75.13680306728929,39.91494613300413,-75.13886300381273,39.956539286265176,-75.1319965487346,39.96390758789463,-75.07912484463304,39.982324864103056,-75.04341927822679,40.01598934093357,-75.05989877041429,40.02703188084115,-75.12924996670336,40.03123810063561,-75.14641610439867,40.07801471148737
50f38ba1fdc9f065f0000646	500	randomly	deepak.jagdish@gmail.com	Portland	-122.76646810001694,45.649211116154945,-122.73419576114975,45.64153060328233,-122.69505696196575,45.62088400154343,-122.5982399401255,45.59350353146656,-122.54536823602393,45.584854291449695,-122.51172260614112,45.5689938898187,-122.54124836297706,45.528601743828034,-122.55841450067237,45.50598871227846,-122.56459432072006,45.478070745264034,-122.594120077556,45.45302907563269,-122.66003802535124,45.45013894006571,-122.68407061812468,45.470366804626536,-122.68407061812468,45.504063785772985,-122.69643024774268,45.5194613998087,-122.71428303094581,45.547839719120205,-122.76578144927043,45.57380054794838,-122.763721512747,45.58629592675793,-122.78432088322006,45.61127834752751,-122.78706746525131,45.62520601700847
