"Model_Name","Theta_ATLAS","SE","Num_Items","Time_Taken_Sec"
"StrangeSX/Saraa-8B-ORPO-AUNQA-16bit",-0.592925315055032,0.0994466836929356,62,2.55846190452576
"migtissera/Synthia-70B",-1.3099595104315,0.0991788417529098,68,2.18929719924927
"vikash06/doctorLLM",-1.35226382443055,0.099485786990838,68,1.50017333030701
"jeonsworld/CarbonVillain-en-10.7B-v3",0.319632279108402,0.0992371006473587,45,0.995167016983032
"mlabonne/NeuralBeagle14-7B",1.25882109712414,0.0996815556851259,105,2.30544185638428
"InferenceIllusionist/Excalibur-7b",0.911359175235937,0.099884828489533,47,0.962312698364258
"ibivibiv/dolphin-ultrafeedback-dpo",-0.128678914188436,0.0996355796049658,49,0.998535394668579
"dillfrescott/trinity-medium",0.619530543988123,0.0993653130521273,44,0.980764865875244
"TeeZee/Xwin-LM-70B-V0.1_Jannie",-0.546981244130197,0.0993309533813794,62,1.28229737281799
"LeroyDyer/Mixtral_AI_base_128k",-0.262407938685743,0.0996742033533873,51,1.15725803375244
"jondurbin/airoboros-34b-3.2",0.015962545147582,0.0999523705866541,46,1.65720319747925
"robinsmits/Qwen1.5-7B-Dutch-Chat-Dpo",-0.609455775937233,0.0994339412280055,63,1.37766242027283
"NurtureAI/neural-chat-11b-v3-2",-0.0587053593571736,0.0991422738692878,48,1.07187342643738
"allknowingroger/Lamma3merge2-15B-MoE",0.45167509535631,0.0992919382154909,46,0.98011326789856
"NousResearch/Yarn-Mistral-7b-64k",-0.759853514778858,0.0995983474923892,62,1.28407454490662
"BlouseJury/Mistral-7B-Discord-0.1-DPO",-0.761865322370706,0.0995395430125032,62,1.37352347373962
"cookinai/NeuralLlama-3-ORPO",-0.758444660106044,0.0999209843072463,61,2.3827006816864
"Eric111/UltraCatunaMayo-DPO",1.28674184278269,0.0996107530276437,112,2.5880663394928
"Kukedlc/NeuralKrishnaMath-7B-slerp",1.38425734019898,0.0992440916879308,99,2.17867517471313
"GritLM/GritLM-8x7B",0.24265145294013,0.0997254903970678,46,0.987632274627686
"Minirecord/Mini_DPO_test02",-0.587868540308336,0.099536680313514,60,3.77569723129272
"MaziyarPanahi/Llama-3-8B-Instruct-v0.8",0.394867507697551,0.0997384045103532,45,1.04947590827942
"Inv/Elbrus-7B",-0.496738063532312,0.0998244093946008,59,1.27802658081055
"PocketDoc/Dans-AdventurousWinds-7b",-1.48011241822512,0.0999079110407035,75,1.66526341438293
"sail/Sailor-1.8B",-3.30167167755653,0.175638852777748,500,13.9417102336884
"cloudyu/mistral_11B_instruct_v0.1",-1.02586313997695,0.0995084565096634,59,3.8568971157074
"v1olet/v1olet_marcoroni-go-bruins-merge-7B",1.34880249643231,0.0998511939445854,109,5.58485746383667
"Alsebay/L3-test-2",0.515073619992598,0.0992662720765608,46,1.06260967254639
"paulml/NeuralOmniBeagleMBX-v3-7B",1.27654274936907,0.0998206455867519,108,2.46680998802185
"robinsmits/Qwen1.5-7B-Dutch-Chat-Sft",-0.53626016956918,0.0996512043761105,58,3.07005929946899
"MayaPH/GodziLLa2-70B",-0.358298590944229,0.0994069233073831,56,1.78370070457458
"Steelskull/Umbra-v2.1-MoE-4x10.7",0.492576482485728,0.0994734883214246,46,1.9653172492981
"TeeZee/GALAXY-XB-v.03",-0.2331295141434,0.09929117383354,50,2.48202013969421
"cookinai/OpenCM-14",1.10232605607968,0.0992682827951415,77,2.98368263244629
"PracticeLLM/SOLAR-tail-10.7B-Merge-v1.0",0.407902604832321,0.0991858830685782,45,1.04713296890259
"EleutherAI/pythia-2.7b",-3.56932139821582,0.209661615667162,500,15.8521237373352
"Weyaxi/Bagel-Hermes-2x34b",0.49691176094732,0.0998036441008704,45,2.835294008255
"TheBloke/robin-33B-v2-GPTQ",-1.17062785896549,0.0992010075728701,62,3.56970906257629
"SC99/Mistral-7B-summ-lora-tuned-8h",-0.286531925862339,0.0988068871201289,55,1.95522403717041
"alykassem/ds_diasum_md_mixtral",-0.0309709127839902,0.0997801555673352,47,3.56461191177368
"yleo/EmertonBeagle-7B-dpo",1.47934284901542,0.0986334708018969,30,1.31981301307678
"ResplendentAI/Paradigm_Shift_7B",-0.154640433773618,0.0999128693478662,50,2.02341890335083
"quantumaikr/quantum-v0.01",1.10708385218637,0.0998656585925235,76,4.41796803474426
"stabilityai/stablelm-2-1_6b-chat",-0.0695496144256967,0.0991371647204413,49,2.41318106651306
"kimou605/shadow-clown-BioMistral-7B-DARE",0.480137629180196,0.0994195354636871,46,2.02087473869324
"Aspik101/StableBeluga-13B-instruct-PL-lora_unload",-1.86299491491995,0.0999810355652186,115,6.23336625099182
"vanillaOVO/supermario_v1",1.18788442341796,0.0999275646216322,90,3.21838521957397
"vicgalleorg/test1",0.267083910469566,0.0998324946514734,43,3.02576756477356
"shyamieee/Padma-SLM-7b-v3.0",1.49103382593636,0.095397788602789,30,0.747264862060547
"CausalLM/7B-DPO-alpha",-1.29723191680037,0.099847329293531,65,2.61857724189758
"perlthoughts/Chupacabra-7B-v2.01",0.627821663677781,0.0998388927922,42,3.9510178565979
"grimjim/llama-3-experiment-v1-9B",0.444629692482243,0.0996640757037131,44,3.40437316894531
"mayacinka/CalmeRity-stock",1.48759257365066,0.0962293844059278,30,1.40349340438843
"Swisslex/Mixtral-Orca-v0.1",-0.509289967684998,0.0991677704046887,64,2.14649176597595
"aboros98/merlin1.4",-0.0706313073577625,0.0994410414233231,48,2.10526585578918
"NotAiLOL/Yi-1.5-dolphin-9B",-0.159991741488106,0.0994312361027911,52,2.70404458045959
"genaicore3434/Mistral-7b-instruct-v0.2-summ-sft-bf16-e1",-0.503338759756539,0.0992239988835398,60,3.5223708152771
"automerger/ShadowYam-7B",1.43156520784864,0.0994903065164604,63,3.93086242675781
"FuseAI/FuseChat-7B-VaRM",0.666062906217882,0.0993248779920852,42,2.53912138938904
"aiplanet/buddhi-128k-chat-7b",-0.509864387960805,0.0997076692789003,58,1.81091165542603
"saishf/Top-Western-Maid-7B",0.831022740050314,0.0977620506295179,44,1.92894983291626
"amu/dpo-Qwen1.5-0.5B-Chat",-3.055643631182,0.148547175065467,500,14.3457205295563
"PulsarAI/MetaMath-Chupacabra-7B-v2.01-Slerp",0.900308808423039,0.0993662114696712,48,1.59828972816467
"vihangd/smartsolmix-4x10.7b-v1",0.276672738549113,0.09949040736515,44,2.95162487030029
"aerdincdal/CBDDO-LLM-8B-Instruct-v0.1",0.24647059897158,0.0997512914805984,43,1.87565231323242
"Yuma42/KangalKhan-DesolatingRuby-7B",0.646429392548284,0.0996336115473834,41,2.24268412590027
"nisten/BigCodeLlama-92b",-0.519076482548872,0.099822950419932,61,1.84019589424133
"LeroyDyer/Mixtral_AI_CyberTron_DeepMind_III_UFT",-0.132591939559119,0.0995605797364253,48,1.20207929611206
"Locutusque/Llama-3-Orca-2.0-8B",0.167463597538198,0.0998090518710243,45,1.03436636924744
"meta-math/MetaMath-13B-V1.0",-1.74417283148952,0.0996667633222821,102,2.8068642616272
"nbeerbower/llama-3-bophades-v2-8B",0.519076338969086,0.0995922485988776,46,1.81368541717529
"Undi95/C-Based-2x7B",-0.232903193876598,0.0999205223462996,50,3.8047776222229
"shadowml/Mixolar-4x7b",0.296381295394436,0.099472799670676,44,2.57846903800964
"BFauber/lora_llama2-13b_10e5_r128_a64",-1.02290932913828,0.0996735383113507,60,1.49179029464722
"bhavinjawade/SOLAR-10B-OrcaDPO-Jawade",0.258835450858003,0.0999941571305804,43,1.79060912132263
"bababababooey/mergekit-slerp-mntqhzv",0.209306767252155,0.0993517633142409,44,1.06361484527588
"liminerity/Omningotex-7b-slerp",1.29687127925363,0.0998385501086349,111,5.36747169494629
"nlpguy/ColorShadow-7B-v3",-0.0843098062435012,0.0994401796808629,49,1.36656212806702
"ibivibiv/multimaster-7b-v4",1.12238732371162,0.0998076478583229,80,2.19631123542786
"leonarad/hope_for_7b_1.1v",-1.26857032854607,0.0996982356713591,63,4.30958914756775
"TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ",-1.79095038559339,0.0990740379592687,107,5.53722310066223
"eren23/NeuralDareBeagle-7B-slerp",1.25902986584189,0.0998839849468057,104,3.7008261680603
"Kukedlc/neuronal-7b-Mlab",1.0163019163882,0.0999094558925465,62,1.40280222892761
"M4-ai/Orca-2.0-Tau-1.8B",-0.63067045409572,0.0999575856178036,60,1.42497301101685
"JaeyeonKang/CCK_Asura_v2",0.275724627421339,0.0995482669531807,43,2.78377628326416
"giraffe176/Open_Maid_Samantha_Hermes_Orca",0.303855882697276,0.099507936718248,43,1.10356903076172
"camel-ai/CAMEL-13B-Role-Playing-Data",-2.01322351544484,0.0998715461125915,145,7.73072409629822
"TheBloke/WizardLM-30B-Uncensored-GPTQ",-1.25304547713611,0.0995615168028315,64,3.18740606307983
"aboros98/merlin1.5",0.00237575571157004,0.0996340856308882,46,1.08691668510437
"Kukedlc/Smart-LLama-3-8b-Python-v5",0.254029211415489,0.0991178600320819,44,2.00882363319397
"viethq188/Rabbit-7B-DPO-Chat",0.247061256536983,0.0990928860628249,53,2.27234959602356
"nlpguy/T3QM7X",1.50554465400921,0.0926948897231222,30,0.772834300994873
"cstr/phi-3-orpo-v9_16",0.411863670790787,0.0993947578460142,46,1.8282458782196
"crumb/apricot-wildflower-20",-0.808498566488345,0.0994721192630737,61,1.59961986541748
"migtissera/Tess-7B-v1.4",-0.320393304267311,0.0995162685080551,52,2.72215104103088
"vince62s/phi-2-psy",0.239143724423224,0.0995645527693879,44,1.02894401550293
"core-3/kuno-dogpark-7b",1.24635880252918,0.0998794439075208,105,3.48198819160461
"field2437/phi-2-test",0.00983825767987921,0.0994903830032979,46,1.42437148094177
"psmathur/model_42_70b",-1.35391702881194,0.0990342657081195,69,1.6651656627655
"jondurbin/nontoxic-bagel-34b-v0.2",0.0696368989301793,0.0999238295392592,45,1.89256739616394
"lcw99/llama-3-10b-it-ko-2024-0527",0.267938269822914,0.0993764713596747,44,2.51690530776978
"YKM11/Mistral-7B-adaptv0.9",1.23396191106864,0.0999090144163307,99,2.62042474746704
"nlpguy/T3QM7",1.47614506494152,0.0985248286453207,30,0.87337327003479
"automerger/Inex12Yamshadow-7B",1.29535447389785,0.0996869246031143,109,5.584153175354
"uukuguy/Orca-2-13b-f16",-0.0728389588924005,0.0997601049575716,49,1.49840784072876
"grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B",0.625234545034328,0.0999584539015984,42,1.35889434814453
"Aryanne/Westest-7B",0.928193574309651,0.0991210469944209,51,1.20909237861633
"Gille/StrangeMerges_31-7B-slerp",1.44653681687029,0.0994512403098729,49,2.11249232292175
"Qwen/Qwen2-beta-72B",0.322492451437925,0.0997529667265473,46,2.00057697296143
"leonarad/hope_for_7b_1.0v",-1.23985371522881,0.0999731508077273,63,2.20609831809998
"jambroz/sixtyoneeighty-FNCARL-7B-slerp",1.24444876987843,0.0999118021915618,102,2.51971554756165
"mvpmaster/pmmpk-EinstainMorcoro14KrishnaHercules-7b-slerp",1.00878157622496,0.0999129985450158,60,1.9899628162384
"sequelbox/DiamondForce",-0.841067337028474,0.0995888836062542,60,2.88046312332153
"Kukedlc/NeuralSynthesis-7B-v0.3",1.46699050773305,0.099215390886073,33,0.787957906723022
"Langboat/Mengzi3-13B-Base",-0.0371345634912249,0.0996960420837491,47,1.89712858200073
"ibndias/Nous-Hermes-2-MoE-2x34B",0.478220980689823,0.0994290471815217,46,1.32385015487671
"yam-peleg/Experiment31-7B",1.30596413527114,0.0998672388365232,110,3.71560668945312
"Test157t/Prima-LelantaclesV6.25-7b",0.539513426070176,0.0997937211890203,47,0.920626163482666
"flammenai/flammen27-mistral-7B",0.993947760541304,0.0999183602225661,58,2.98647689819336
"Kquant03/Ryu-4x7B-MoE-bf16",0.203802798709559,0.0996543617440352,47,2.1908917427063
"DeepMount00/Phi-3-Mini-4K-Boost",0.64026838039124,0.0998810949952733,42,1.39317321777344
"lcw99/llama-3-10b-it-kor-extented-chang-pro8",0.222669603830103,0.0998640454894489,45,2.30387902259827
"Technoculture/MT7Bi-alpha-dpo",-0.806335385033162,0.0999364441210128,60,3.0905077457428
"EleutherAI/llemma_34b",-0.235238657754508,0.0996453571951567,54,3.07641077041626
"Suduk/Llama-3-8B-Viper-16bit-1",-0.748021260756314,0.0995673983778276,62,1.50723671913147
"jsfs11/MoEv4Config-TestWeightedTIES-7b",1.49902465177799,0.0936400422061841,30,1.16277837753296
"icefog72/IceLatteRP-7b",0.566740324583466,0.0999545509163036,45,1.20295739173889
"ZhangShenao/0.0005_llama_4iters_bs128_5551lr_iter_1",0.519934989072988,0.0999774358510912,45,2.0041983127594
"Test157t/Prima-Pastacles-7b-128k",0.394803665392902,0.099496933962081,45,1.03226065635681
"cookinai/BruinHermes",1.03014635837521,0.0995319672778615,65,1.49588537216187
"rwitz2/go-bruins-v2.1",1.03019192595735,0.0998805344224824,63,1.41663956642151
"NLUHOPOE/experiment2-cause-non",-0.784006453133193,0.0996737462370665,62,2.81097173690796
"indischepartij/MiniCPM-3B-OpenHermes-2.5-v2",-0.437413095633792,0.0991038112329791,58,2.67677116394043
"SCE/Mistral-7B-summ-ia3-pruned20",-0.47039739115148,0.0999905999715535,61,1.22586846351624
"gagan3012/MetaModelv3",0.308553186678422,0.0990400716947788,44,1.62985730171204
"Eurdem/megatron_1.1_MoE_2x7B",0.787246979206625,0.0997155448133602,38,1.30409669876099
"Weyaxi/neural-chat-7b-v3-1-Nebula-v2-7B",-2.3792019088666,0.0991204970583427,351,8.90595650672913
"binbi/MoMo-70B-V1.2_1",0.2282395682535,0.0999220581251305,44,1.01867413520813
"allknowingroger/Neuralmaath-12B-MoE",1.21501734108115,0.0998115818355525,97,4.41094875335693
"CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o",-1.78441671158685,0.0999656428951528,104,4.19599890708923
"SC44/Mistral-7B-private-oia",0.99149366224316,0.0984770517903595,63,1.55128765106201
"adamo1139/Yi-34B-200K-AEZAKMI-RAW-2301-LoRA",0.0729784739800036,0.0994942033489853,45,2.34716844558716
"FPHam/Karen_TheEditor_V2_STRICT_Mistral_7B",-0.75150512350468,0.0994250610072535,61,1.53682994842529
"hfl/llama-3-chinese-8b-instruct",-0.417307717991868,0.0995323357077432,56,2.30981278419495
"Xenon1/Eclipse-7B",0.538988633167015,0.099973868926467,45,2.1059877872467
"maywell/PiVoT-0.1-early",0.0613864816436814,0.0999330577403345,45,1.46086883544922
"Sao10K/Shiki-m7",0.198642186806651,0.0994615634107237,48,1.7809751033783
"PulsarAI/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp",0.755220580399695,0.0996361562645852,38,2.1014244556427
"Cran-May/Test2_SLIDE",0.517114540100564,0.0998920289272338,45,1.11020469665527
"abhishekchohan/mistral-7B-forest-merge-v0.1",-0.0241253108094489,0.0997296298526833,47,2.08026647567749
"titan087/OpenLlama13B-Guanaco",-1.81663299360777,0.0989311361532117,112,3.59783530235291
"vilm/Quyen-Plus-v0.1",0.259825833531233,0.099249290888957,44,1.48279356956482
"dreamgen/opus-v1.2-7b",-0.530913267271744,0.0997002398131151,59,1.57911610603333
"N8Programs/Thestral-v0.2",0.0468911121411016,0.0995867206932463,45,1.89042711257935
"Azazelle/Sina-Loki-7b-Merge",-0.0239546324601965,0.0988763669001778,50,2.11210417747498
"Samee-ur/NeuralPipe-7B-slerp-DPO",0.818244792729998,0.099244805002713,41,1.93423008918762
"Muhammad2003/TriMistral-7B-SLERP",0.192249143820077,0.0999508901498115,43,1.01244974136353
"swap-uniba/LLaMAntino-3-ANITA-8B-Inst-DPO-ITA",0.368186564498138,0.0997734985302239,44,1.30093812942505
"ChavyvAkvar/llama-3-lumimaid-habib",0.407317149852196,0.0997122197533399,45,1.39106965065002
"AwanLLM/Llama-3-8B-Cumulus-v0.1",0.0907758250711189,0.0995005279408058,45,2.20950675010681
"jebcarter/psyonic-cetacean-20B",-1.48524051511859,0.099841877861978,77,3.75374007225037
"nbeerbower/flammen15-gutenberg-DPO-v1-7B",1.2851644570405,0.0998599264309024,108,5.40703964233398
"argilla/DistilabelBeagle14-7B",-0.196720435013275,0.0995583144918897,52,1.38811945915222
"XuanXuanXuanXuan/Llama-2-13b-hf-gpt-4-80k",-0.941506382576825,0.0997368600057975,60,3.07006645202637
"openaccess-ai-collective/DPOpenHermes-7B-v2",0.582444582819269,0.0997185192160473,44,1.57449793815613
"MaziyarPanahi/M7Yamshadowexperiment28_Strangemerges_30Experiment26",1.48377431851917,0.0964906918870834,30,0.6007080078125
"Alsebay/Lorge-2x7B-UAMM",-0.750179963883607,0.0999109288082956,65,1.52927088737488
"aloobun/Cypher-7B",0.716392186061252,0.0991969115643974,39,0.904367685317993
"mayacinka/NeuralZephyr-Beagle-7B",0.46313409194446,0.0995372501742345,45,1.08830881118774
"NeuralNovel/Tanuki-7B-v0.1",-0.442963351336175,0.0991995197270899,57,1.96924781799316
"gagan3012/Multirial",-0.453937846475883,0.0998198384083649,58,3.50768375396729
"chatty123/mistral_rank32_sft",-0.691846329424819,0.0995591958702984,63,4.34075355529785
"allenai/digital-socrates-13b",-0.773339871142872,0.0998960441635141,60,2.30219411849976
"KnutJaegersberg/black_goo_recipe_d",-3.93758915463357,0.263726524696862,500,12.4960472583771
"Fredithefish/Guanaco-13B-Uncensored",-1.97456061234497,0.0999497242814136,135,5.75408935546875
"osanseviero/mistral-instruct-moe-experimental",-0.597419532565689,0.0992655130569588,61,2.62037897109985
"aivince/alpaca_mistral-7b-v0.2",-0.749376767457385,0.0997487518519738,61,1.46698832511902
"OpenBuddy/openbuddy-gemma-7b-v18.1-4k",-0.490142690643847,0.0997667750827641,58,1.69310021400452
"indischepartij/OpenMia-Indo-Mistral-7b-v3-refined",0.457245216687322,0.0992560294980946,47,1.92076349258423
"maldv/winter-garden-7b-delta",-0.257062596381306,0.0995555874059274,51,2.29880356788635
"decem/Dionysus-Mistral-m3-v5",0.0363720439535917,0.0998415160677528,46,1.87699127197266
"TheSkullery/Aurora_19e_Test",0.0581158054595344,0.0990484263709242,46,3.20337224006653
"Ritvik19/zephyr-danube2-sft-qlora",-0.768960328573088,0.0997404902871983,62,2.79856705665588
"FelixChao/WizardDolphin-7B",0.755555841295621,0.0997019030792081,38,0.813786029815674
"NotAiLOL/Boundary-Meta-Llama-3-2x8B-MoE",0.51710651838416,0.0999926385075455,47,2.29065871238708
"cloudyu/Yi-34Bx3-MoE-90B",0.721887912932044,0.0998541682394945,38,1.87976574897766
"jondurbin/airoboros-7b-gpt4",-3.08117427051163,0.15114869875241,500,13.859246969223
"mlabonne/Meta-Llama-3-12B-Instruct",0.14412905836995,0.0993678154953916,46,2.50717043876648
"dillfrescott/sonya-medium-x8-MoE",0.218706480945281,0.0997260853136822,43,1.58007192611694
"NeuralNovel/Pigris-7b-v0.4",0.830959294191797,0.0996588861543061,40,0.883740901947021
"l3utterfly/mistral-7b-v0.1-layla-v4",0.215187115682196,0.0993222895141345,45,0.963573694229126
"abhishekchohan/mistral-7B-forest-v0.1",-0.772859516405502,0.0996429115359792,62,2.82687258720398
"elyza/ELYZA-japanese-Llama-2-13b",-0.84724319023928,0.0992920313861079,61,1.513756275177
"Kquant03/Samlagast-7B-laser-bf16",1.10770915061624,0.0992128337545674,80,3.17309856414795
"kidyu/Moza-7B-v1.0",0.502531293215543,0.0992868288018259,48,1.78892779350281
"zhengr/MixTAO-7Bx2-MoE-Instruct-v7.0",1.25465461403629,0.0999293144724238,103,4.57679104804993
"uukuguy/neural-chat-7b-v3-1-dare-0.85",-0.681048404616758,0.0993825957696069,65,1.32653141021729
"bigscience/bloomz-7b1",-3.95938728219471,0.267083291165235,500,13.9346508979797
"automerger/YamShadow-7B",1.25622772882482,0.0997410974041226,105,3.56080889701843
"Changgil/K2S3-Mistral-7bx2-48layers_v1.2",-0.0430719379363676,0.0991951781522096,49,2.06647253036499
"VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct",0.247572464602338,0.0993100499852428,45,1.73074722290039
"l3utterfly/mistral-7b-v0.1-layla-v4-chatml",-0.0491537475316799,0.0998607861106872,47,1.7851665019989
"ResplendentAI/Persephone_7B",0.0867945933190869,0.0992153523320433,46,1.3756992816925
"jambroz/sixtyoneeighty-7b-chat",0.58163821196079,0.0999055276282437,44,0.977117538452148
"ChaoticNeutrals/This_is_fine_7B",0.726151875715888,0.0998098335630606,39,1.76177096366882
"openlm-research/open_llama_7b_v2",-2.72141592863701,0.117839174695665,500,13.2354171276093
"RESMPDEV/Wukong-0.1-Mistral-7B-v0.2",-0.467186969154572,0.099361334839094,57,2.31783556938171
"meta-math/MetaMath-Mistral-7B",0.67351745719102,0.0990706914791677,41,0.820382595062256
"LeroyDyer/Mixtral_AI_CyberBrain_3_0",-0.546767863403042,0.0996575153425792,59,1.50972080230713
"Test157t/Kunocchini-7b-128k-test",-0.0199673206245566,0.0996274013805985,48,2.2067334651947
"proto-llm/uniwiz-7B-v0.1",-0.755853231965358,0.0993752872559611,62,2.07858228683472
"GritLM/GritLM-7B",-0.334700731765901,0.0996006725197291,53,1.18072414398193
"TencentARC/LLaMA-Pro-8B-Instruct",-0.176435729679131,0.0991459137151982,49,0.999797344207764
"perlthoughts/Marcoroni-8x7B-v3-MoE",1.1489856768879,0.0994649664290937,86,2.29219245910645
"openaccess-ai-collective/DPOpenHermes-11B",0.0359701687289705,0.0992427792554925,46,1.76608848571777
"NLUHOPOE/experiment2-cause",-0.737130696374694,0.0999539468791912,62,3.39875841140747
"jan-hq/trinity-v1",1.25671645858176,0.0998535758371216,103,2.72974586486816
"Weyaxi/MetaMath-Chupacabra-7B-v2.01-Slerp",0.766574527257898,0.0992751678281784,39,1.68149447441101
"OpenBuddy/openbuddy-qwen1.5-14b-v21.1-32k",-0.249621986459524,0.0995808688417469,59,2.42047214508057
"kaist-ai/prometheus-13b-v1.0",-0.715019293807239,0.0995569980483261,62,1.46259427070618
"LeroyDyer/Mixtral_AI_CyberBrain_Coder",-1.0531713015509,0.0998619947485415,59,2.09216785430908
"aari1995/germeo-7b-laser",-0.346856146090333,0.0998531920035106,54,1.49331545829773
"grimjim/cuckoo-starling-32k-7B",0.408162973478522,0.0997442177414088,46,1.82392120361328
"01-ai/Yi-9B-200K",-0.293165660355919,0.099208192843648,52,1.79296183586121
"migtissera/Tess-7B-v2.0",-0.936327027818685,0.0996404584646843,61,2.09295773506165
"8xqmff94/slm",0.264721493942968,0.099636520573067,45,2.04105973243713
"rizla/rizla55b",-1.01377630899316,0.0998909376832127,61,3.38964676856995
"ehartford/dolphin-2.1-mistral-7b",-1.42263883606865,0.0996505193541961,71,4.29447650909424
"TitleOS/ExperimentOne",-0.724449699684659,0.0997348002551207,61,2.61179113388062
"julianweng/Llama-2-7b-chat-orcah",-2.61430345230671,0.109449531521266,500,12.7995064258575
"Weyaxi/Einstein-v5-v0.2-7B",0.484848637141346,0.0996957409173746,46,0.899747848510742
"gywy/llama2-13b-chinese-v2",-2.94164628101939,0.137411187394843,500,12.8059928417206
"psmathur/orca_mini_v3_70b",-0.746631103187451,0.0995471860188354,61,1.70164489746094
"pansophic/m3",-0.114664512575353,0.0995511468497596,48,1.01512932777405
"MTSAIR/MultiVerse_70B",1.0878768786687,0.0976304252667079,80,2.76291990280151
"mistralai/Mixtral-8x7B-Instruct-v0.1",0.188951443635835,0.0989984649959058,46,1.25646471977234
"abideen/Mistral-v2-orpo",-0.5383961314344,0.0991733081979539,60,1.70732378959656
"itsliupeng/Mixtral-8x7B-v0.1-top3",0.0450047124738632,0.0991605759139809,46,2.07703471183777
"nlpguy/Hermes-low-tune",0.424903865708435,0.0992918434623393,45,1.37198257446289
"jambroz/sixtyoneeighty-7b",0.56706085244471,0.0999581509123904,45,1.26735210418701
"OpenBuddy/openbuddy-gemma-7b-v19.1-4k",-0.410137839357871,0.0990018473743053,56,2.11044454574585
"Kukedlc/Neural-Krishna-Multiverse-7b",1.27277022591068,0.0997643634661579,107,2.39825320243835
