decay_alpha,seed,method,balancedness_est,all_mse,related_mse,outlier_mse,selected_q
0.0,101,DP,1.0,0.37028319372854324,0.05388628357686131,3.217855385093681,
0.0,101,ITL,1.0,0.22330100551268237,0.11930104066794346,1.159300689115333,
0.0,101,ARMUL,1.0,0.18495484812095228,0.05740227705363243,1.3329279877268305,0.1
0.0,101,OURS,1.0,0.07166869981105889,0.023762726754065426,0.502822457324,1.0
0.0,111,DP,1.0,0.3616323100144721,0.05032771463869567,3.1633736683964595,
0.0,111,ITL,1.0,0.20089729396364825,0.10681184912213303,1.0476662975372848,
0.0,111,ARMUL,1.0,0.16611941350749834,0.050505085468627614,1.206648365857335,0.1
0.0,111,OURS,1.0,0.06427147032979676,0.020084026997665146,0.4619584603189812,1.0
0.0,121,DP,1.0,0.3625347587114655,0.04819486206367949,3.19159382854154,
0.0,121,ITL,1.0,0.22926993142252622,0.11291832918924066,1.276434351522096,
0.0,121,ARMUL,1.0,0.19720799498733935,0.05281231546950296,1.496769110647867,0.1
0.0,121,OURS,1.0,0.07570324878836442,0.022009545803382193,0.5589465756532045,1.0
0.0,131,DP,1.0,0.3579503010115715,0.0359791122961521,3.2556909994503465,
0.0,131,ITL,1.0,0.2032867060293784,0.09997762777536184,1.133068410315527,
0.0,131,ARMUL,1.0,0.17110179304792217,0.04244167947155913,1.3290428152351899,0.1
0.0,131,OURS,1.0,0.07086423003899818,0.01757795165564866,0.5504407354891439,1.0
0.0,141,DP,1.0,0.3567165560005809,0.03953349779975759,3.2113640798079905,
0.0,141,ITL,1.0,0.2308513407046406,0.10582474555042021,1.3560906970926243,
0.0,141,ARMUL,1.0,0.19758168026447692,0.04530384957875703,1.5680821564359555,0.1
0.0,141,OURS,1.0,0.09020236941751797,0.0201029376485287,0.7210972553384213,1.0
0.0,151,DP,1.0,0.3538550867892579,0.047510443719712754,3.110956874415164,
0.0,151,ITL,1.0,0.19749659048725884,0.1047231890978727,1.032457202991734,
0.0,151,ARMUL,1.0,0.16006922181814562,0.047787388567510886,1.1706057210738583,0.1
0.0,151,OURS,1.0,0.06503500123167381,0.017559312808695847,0.4923161970384755,1.0
0.0,161,DP,1.0,0.3584764574583508,0.05071745059206521,3.1283075192549212,
0.0,161,ITL,1.0,0.2104598106911629,0.105410118062984,1.155907044344773,
0.0,161,ARMUL,1.0,0.17670018161127485,0.05128343965638799,1.3054508592052565,0.1
0.0,161,OURS,1.0,0.06426565352370874,0.021007825731900704,0.4535861036499811,1.0
0.0,171,DP,1.0,0.3646163161787512,0.050980008326940676,3.1873430868450456,
0.0,171,ITL,1.0,0.21360947424256038,0.10546897482029982,1.1868739690429058,
0.0,171,ARMUL,1.0,0.1792769761191429,0.05066827314344676,1.336755302900408,0.1
0.0,171,OURS,1.0,0.059750694962093155,0.019891892417866725,0.418479917860131,1.0
0.0,181,DP,1.0,0.348395148537389,0.03994812360698793,3.1244183729109998,
0.0,181,ITL,1.0,0.21570853496879833,0.10635336671636253,1.1999050492407204,
0.0,181,ARMUL,1.0,0.17599950538348214,0.04524423071990035,1.352796977355718,0.1
0.0,181,OURS,1.0,0.07356526329675611,0.0202731595044189,0.5531941974277912,1.0
0.0,191,DP,1.0,0.3527763996544271,0.04720133181550032,3.1029520102047683,
0.0,191,ITL,1.0,0.20787369648440884,0.12071058411925681,0.9923417077707771,
0.0,191,ARMUL,1.0,0.1642239495896431,0.05377420631132953,1.1582716390944647,0.1
0.0,191,OURS,1.0,0.053433865687289854,0.017050322208425308,0.3808857569970709,1.0
0.0,201,DP,1.0,0.3665143214763086,0.0552704186485201,3.167709446926405,
0.0,201,ITL,1.0,0.21594516361171498,0.1187494676579788,1.0907064271953406,
0.0,201,ARMUL,1.0,0.17903978481075755,0.05853685447828433,1.2635661578030162,0.1
0.0,201,OURS,1.0,0.05837645101640096,0.022403101117516762,0.38213660010635886,1.0
0.0,211,DP,1.0,0.35858185474429494,0.042018168409214594,3.207655031760018,
0.0,211,ITL,1.0,0.2041557057363979,0.0990483094492902,1.1501222723203675,
0.0,211,ARMUL,1.0,0.17459172338116838,0.04365564252201485,1.35301645111355,0.1
0.0,211,OURS,1.0,0.05211671741401908,0.012738790574424497,0.40651805897037024,1.0
0.0,221,DP,1.0,0.33861749089380344,0.035028738035572604,3.0709162666178815,
0.0,221,ITL,1.0,0.21232487672745196,0.10837042938841818,1.1479149027787559,
0.0,221,ARMUL,1.0,0.1685649366185323,0.043516942540296234,1.2939968833226574,0.1
0.0,221,OURS,1.0,0.06286157899030638,0.01620205781282555,0.48279726958763375,1.0
0.0,231,DP,1.0,0.36317107402998927,0.041901020155625454,3.2546015588992634,
0.0,231,ITL,1.0,0.20733050866527222,0.10220275476608716,1.1534802937579378,
0.0,231,ARMUL,1.0,0.17241526707935198,0.04400429879858837,1.3281139816062244,0.1
0.0,231,OURS,1.0,0.06990363902918215,0.014194422366303432,0.5712865889950907,1.0
0.0,241,DP,1.0,0.3516880531544295,0.04274424032847273,3.1321823685880403,
0.0,241,ITL,1.0,0.21106171355481754,0.1079814267898992,1.1387842944390825,
0.0,241,ARMUL,1.0,0.1730594549079145,0.047014806751142356,1.307461288318864,0.1
0.0,241,OURS,1.0,0.050301229280380146,0.011875922795327941,0.39612898764585003,1.0
0.0,251,DP,1.0,0.3511314818035019,0.04625262571387775,3.0950411866101195,
0.0,251,ITL,1.0,0.19941363855447666,0.11305959618029698,0.9766000199220938,
0.0,251,ARMUL,1.0,0.15626768353273046,0.050850274339878196,1.1050243662684005,0.1
0.0,251,OURS,1.0,0.048288609785698024,0.01701142296944161,0.32978329113200583,1.0
0.0,261,DP,1.0,0.3604341931704488,0.05337582278449985,3.1239595266439886,
0.0,261,ITL,1.0,0.21678529070683158,0.11570891186497204,1.126472700283567,
0.0,261,ARMUL,1.0,0.17459213211183305,0.056021852349641306,1.241724649971559,0.1
0.0,261,OURS,1.0,0.06812342196201814,0.019391110605327846,0.5067142241722306,1.0
0.0,271,DP,1.0,0.3551523186402615,0.0464199959864703,3.1337432225243815,
0.0,271,ITL,1.0,0.21177028871457354,0.10877105330441783,1.1387634074059747,
0.0,271,ARMUL,1.0,0.17286787010146237,0.050685437847772366,1.2725097603846718,0.1
0.0,271,OURS,1.0,0.06865367955273084,0.01991129276191937,0.507335160670034,1.0
0.0,281,DP,1.0,0.36714876342274944,0.04893160526262772,3.231103186863845,
0.0,281,ITL,1.0,0.22072326838258047,0.11033490887976338,1.2142185039079338,
0.0,281,ARMUL,1.0,0.1862800840936483,0.05117413263804927,1.4022336471940395,0.1
0.0,281,OURS,1.0,0.07618211993365945,0.016745043904414884,0.6111158041968607,1.0
0.0,291,DP,1.0,0.3454574175973972,0.04296079490799336,3.0679270218020314,
0.0,291,ITL,1.0,0.2195288072407059,0.112887088248019,1.1793042781748875,
0.0,291,ARMUL,1.0,0.17659937973050124,0.04906760878506232,1.3243853182394514,0.1
0.0,291,OURS,1.0,0.0705592584700148,0.015215338192818865,0.5686545409647784,1.0
0.5,1,DP,1.0000000000000007,0.06390907096395143,0.04218755936433441,0.25940267536050476,
0.5,1,ITL,1.0000000000000007,0.06258414040597578,0.04429338736139551,0.22720091780719812,
0.5,1,ARMUL,1.0000000000000007,0.058016195311821596,0.038302814125633765,0.23543662598751214,0.1
0.5,1,OURS,1.0000000000000007,0.02908685147343949,0.012616505603426269,0.17731996430355845,1.0
0.5,11,DP,1.0000000000000007,0.06159339514314941,0.03267202331503461,0.3218857415961826,
0.5,11,ITL,1.0000000000000007,0.05672588375313248,0.03350977995580828,0.26567081792905006,
0.5,11,ARMUL,1.0000000000000007,0.054685752927158424,0.02662031093473045,0.30727473085901025,0.1
0.5,11,OURS,1.0000000000000007,0.03500884855269632,0.014050369300463246,0.22363516182279397,1.0
0.5,21,DP,1.0000000000000007,0.07942555932829225,0.04596747106816981,0.38054835366939427,
0.5,21,ITL,1.0000000000000007,0.07051505784889568,0.04547746464736382,0.2958533966626824,
0.5,21,ARMUL,1.0000000000000007,0.07229145753908249,0.04142423912529801,0.3500964232631429,0.1
0.5,21,OURS,1.0000000000000007,0.03910982167137257,0.014953762219244356,0.25651435674052653,1.0
0.5,31,DP,1.0000000000000007,0.07167705712497456,0.0387811531067478,0.3677401932890154,
0.5,31,ITL,1.0000000000000007,0.0665544527323952,0.04323877075421141,0.2763955905360493,
0.5,31,ARMUL,1.0000000000000007,0.06563649608518755,0.03626134502744777,0.3300128556048457,0.1
0.5,31,OURS,1.0000000000000007,0.03704257597070338,0.013900885236700553,0.24531779257672884,1.0
0.5,41,DP,1.0000000000000007,0.07458161816611059,0.04416012477223554,0.348375058710986,
0.5,41,ITL,1.0000000000000007,0.06942912273757149,0.04750805426826644,0.266718738961317,
0.5,41,ARMUL,1.0000000000000007,0.06999167020748204,0.04094292955520304,0.331430336077993,0.1
0.5,41,OURS,1.0000000000000007,0.043243103140533916,0.01779731465664483,0.2722551994955358,1.0
0.5,51,DP,1.0000000000000007,0.07158106687651997,0.03504287417152648,0.4004248012214613,
0.5,51,ITL,1.0000000000000007,0.06412451277949004,0.03839599674117339,0.29568115712434,
0.5,51,ARMUL,1.0000000000000007,0.0627131050891384,0.030350531012481422,0.35397627177905117,0.1
0.5,51,OURS,1.0000000000000007,0.03168332012743479,0.011288769138971833,0.2152342790236014,1.0
0.5,61,DP,1.0000000000000007,0.0690531424723947,0.030938448727349546,0.4120853861778009,
0.5,61,ITL,1.0000000000000007,0.062041566344486605,0.036326000338401714,0.29348166039925067,
0.5,61,ARMUL,1.0000000000000007,0.056067229862123376,0.028115508636740012,0.3076327208905737,0.1
0.5,61,OURS,1.0000000000000007,0.027502843417594677,0.010900582813448618,0.1769231888549092,1.0
0.5,71,DP,1.0000000000000007,0.07294190128752878,0.04589164337573628,0.3163942224936612,
0.5,71,ITL,1.0000000000000007,0.06801290325617136,0.042660165132669986,0.2961875463676838,
0.5,71,ARMUL,1.0000000000000007,0.06828133982128388,0.04213120741686672,0.3036325314610386,0.1
0.5,71,OURS,1.0000000000000007,0.026965140915089114,0.013336603048049808,0.14962198171844282,1.0
0.5,81,DP,1.0000000000000007,0.07374741123149649,0.037929052516298384,0.3961126396682794,
0.5,81,ITL,1.0000000000000007,0.06636685748054592,0.040131104136588575,0.302488637576162,
0.5,81,ARMUL,1.0000000000000007,0.06652608371847515,0.034151593113950024,0.35789649915920146,0.1
0.5,81,OURS,1.0000000000000007,0.03189721555094654,0.011507484603114683,0.21540479408143334,1.0
0.5,91,DP,1.0000000000000007,0.08539528529204,0.03872622361769724,0.5054168403611249,
0.5,91,ITL,1.0000000000000007,0.07335395888681004,0.04208764157424117,0.3547508146999299,
0.5,91,ARMUL,1.0000000000000007,0.07440110793904388,0.035997263853642464,0.42003570470765655,0.1
0.5,91,OURS,1.0000000000000007,0.03762371515108471,0.014652672118131649,0.24436310244766216,1.0
0.5,101,DP,1.0000000000000007,0.0685977756927075,0.042900912797095715,0.2998695417532136,
0.5,101,ITL,1.0000000000000007,0.0673467974284843,0.044805543410640164,0.27021808358908156,
0.5,101,ARMUL,1.0000000000000007,0.06469579295574739,0.038471432447377295,0.30071503753107826,0.1
0.5,101,OURS,1.0000000000000007,0.037767866276009934,0.019461540035426602,0.20252480244125995,1.0
0.5,111,DP,1.0000000000000007,0.07559237522596714,0.03945801146911133,0.40080164903766974,
0.5,111,ITL,1.0000000000000007,0.06366520334356128,0.040461630788273154,0.2724973563411545,
0.5,111,ARMUL,1.0000000000000007,0.06500545005397922,0.03612674868778405,0.3249137623497357,0.1
0.5,111,OURS,1.0000000000000007,0.03491426091154297,0.014969743998683109,0.21441491312728167,1.0
0.5,121,DP,1.0000000000000007,0.07268148787296025,0.04106089937942635,0.35726678431476544,
0.5,121,ITL,1.0000000000000007,0.07044599597211865,0.04702110592631216,0.2812700063843769,
0.5,121,ARMUL,1.0000000000000007,0.06757061014558924,0.0382594962822115,0.3313706349159888,0.1
0.5,121,OURS,1.0000000000000007,0.047465364839144625,0.013500296680552902,0.35315097826647013,16.0
0.5,131,DP,1.0000000000000007,0.06526511898080381,0.030752923771103873,0.37587487586810325,
0.5,131,ITL,1.0000000000000007,0.056221765891086024,0.03088148075003311,0.2842843321605622,
0.5,131,ARMUL,1.0000000000000007,0.05781227571037292,0.025269117020044578,0.350700703923328,0.1
0.5,131,OURS,1.0000000000000007,0.0389929393747942,0.013543783588847478,0.26803534144831476,1.0
0.5,141,DP,1.0000000000000007,0.06578297388036998,0.032018464066464775,0.3696635622055167,
0.5,141,ITL,1.0000000000000007,0.06426271366873383,0.035532117158981344,0.3228380822565062,
0.5,141,ARMUL,1.0000000000000007,0.06046822520417242,0.027414266967683693,0.35795384933257096,0.1
0.5,141,OURS,1.0000000000000007,0.043946428250538766,0.006085103293392191,0.384698352864858,16.0
0.5,151,DP,1.0000000000000007,0.0801522950283072,0.03833395432514661,0.4565173613567525,
0.5,151,ITL,1.0000000000000007,0.06777986494522388,0.041741342358011566,0.30212656823013484,
0.5,151,ARMUL,1.0000000000000007,0.06554947254933131,0.03405980481022804,0.3489564822012606,0.1
0.5,151,OURS,1.0000000000000007,0.03720795977456636,0.012949591477695024,0.2555332744464084,1.0
0.5,161,DP,1.0000000000000007,0.06384867880905161,0.03776553977951314,0.2985969300748978,
0.5,161,ITL,1.0000000000000007,0.06335724400526328,0.039156437309386706,0.28116450426815254,
0.5,161,ARMUL,1.0000000000000007,0.05976784916624624,0.033592884318847216,0.29534253279283745,0.1
0.5,161,OURS,1.0000000000000007,0.029975883345342277,0.014572274579342221,0.16860836223934272,1.0
0.5,171,DP,1.0000000000000007,0.0705226396033872,0.039955871173558116,0.345623555471849,
0.5,171,ITL,1.0000000000000007,0.06482860770847207,0.039132755340525904,0.2960912790199876,
0.5,171,ARMUL,1.0000000000000007,0.06535678820368607,0.03550389541777283,0.3340328232769052,0.1
0.5,171,OURS,1.0000000000000007,0.03226853905157635,0.015308635593160126,0.18490767017732235,1.0
0.5,181,DP,1.0000000000000007,0.07049008960616035,0.032466105737159516,0.4127059444271679,
0.5,181,ITL,1.0000000000000007,0.06378847857865398,0.036658660291830965,0.3079568431600611,
0.5,181,ARMUL,1.0000000000000007,0.060504196473004944,0.028736889294285334,0.3464099610814815,0.1
0.5,181,OURS,1.0000000000000007,0.04127217034304951,0.00414540337381046,0.37541307306620086,16.0
0.5,191,DP,1.0000000000000007,0.07482527258886976,0.03907238181780643,0.3966012895284396,
0.5,191,ITL,1.0000000000000007,0.07098599279057712,0.04429445837252545,0.3112098025530422,
0.5,191,ARMUL,1.0000000000000007,0.06770201511453838,0.0353078140612625,0.35924982459402127,0.1
0.5,191,OURS,1.0000000000000007,0.02995801287056162,0.012940944236909183,0.18311163057343358,1.0
0.5,201,DP,1.0000000000000007,0.07895786526637577,0.047600355066169615,0.36117545706823106,
0.5,201,ITL,1.0000000000000007,0.07172287593447654,0.049088245692305764,0.2754345481140136,
0.5,201,ARMUL,1.0000000000000007,0.07338106010781285,0.04457553478621211,0.3326307880022196,0.1
0.5,201,OURS,1.0000000000000007,0.033658973595986595,0.017625104208613164,0.1779637980823475,1.0
0.5,211,DP,1.0000000000000007,0.07397855111411228,0.03638764687158598,0.41229668929684893,
0.5,211,ITL,1.0000000000000007,0.06684099715882262,0.03959575307025078,0.31204819395596933,
0.5,211,ARMUL,1.0000000000000007,0.06783986051113927,0.034263227980472925,0.37002955328713644,0.1
0.5,211,OURS,1.0000000000000007,0.02878971694791592,0.00881530571385942,0.20855941805442435,1.0
0.5,221,DP,1.0000000000000007,0.07546233231632224,0.031006419544210902,0.4755655472653242,
0.5,221,ITL,1.0000000000000007,0.06969151895734518,0.04147763719664198,0.32361645480367396,
0.5,221,ARMUL,1.0000000000000007,0.060560623268763665,0.02800502343472628,0.3535610217751001,0.1
0.5,221,OURS,1.0000000000000007,0.03306110165355111,0.013335009945343932,0.2105959270274157,1.0
0.5,231,DP,1.0000000000000007,0.06803683808819347,0.035366544971425225,0.3620694761391076,
0.5,231,ITL,1.0000000000000007,0.06283069230318819,0.03734191736432399,0.292229666752966,
0.5,231,ARMUL,1.0000000000000007,0.061787286837201603,0.031122272308581615,0.3377724175947816,0.1
0.5,231,OURS,1.0000000000000007,0.03538500806887038,0.010746554041261751,0.2571310943173481,1.0
0.5,241,DP,1.0000000000000007,0.06841069444223377,0.03511238578851315,0.3680954723257193,
0.5,241,ITL,1.0000000000000007,0.06505693538792749,0.040018225387643894,0.29040532539047975,
0.5,241,ARMUL,1.0000000000000007,0.06044137519156503,0.03085614217115206,0.32670847237528183,0.1
0.5,241,OURS,1.0000000000000007,0.03639336768550983,0.003496029237372,0.33246941371875033,16.0
0.5,251,DP,1.0000000000000007,0.07574196489045072,0.03724564609974221,0.4222088340068273,
0.5,251,ITL,1.0000000000000007,0.07045360224648924,0.0440750932048926,0.3078601836208591,
0.5,251,ARMUL,1.0000000000000007,0.06514200009138181,0.03546699578799436,0.332217038821869,0.1
0.5,251,OURS,1.0000000000000007,0.028189751968725942,0.014324850489139429,0.1529738652850045,1.0
0.5,261,DP,1.0000000000000007,0.07145929745942083,0.04421304138387197,0.3166756021393606,
0.5,261,ITL,1.0000000000000007,0.07138735722031045,0.04906976165249923,0.2722457173306112,
0.5,261,ARMUL,1.0000000000000007,0.06635097325055919,0.04137292699947652,0.2911533895103033,0.1
0.5,261,OURS,1.0000000000000007,0.03029983148088757,0.01306868299918685,0.185380167816194,1.0
0.5,271,DP,1.0000000000000007,0.07266741638606217,0.036038382558428415,0.40232872083476606,
0.5,271,ITL,1.0000000000000007,0.06815172073232884,0.04237690920857813,0.3001250244460853,
0.5,271,ARMUL,1.0000000000000007,0.06479088999942886,0.03402809062082678,0.34165608440684747,0.1
0.5,271,OURS,1.0000000000000007,0.039206830841691735,0.016946310516118918,0.23955151377184714,1.0
0.5,281,DP,1.0000000000000007,0.07629646412312678,0.04137340771754661,0.3906039717733482,
0.5,281,ITL,1.0000000000000007,0.07071684742979838,0.042812740040102076,0.32185381393706497,
0.5,281,ARMUL,1.0000000000000007,0.06901224544701957,0.03701623498795112,0.35697633957863567,0.1
0.5,281,OURS,1.0000000000000007,0.03904985922730101,0.013955537117963735,0.26489875821133646,1.0
0.5,291,DP,1.0000000000000007,0.08694542714654505,0.035404823456995305,0.5508108603524926,
0.5,291,ITL,1.0000000000000007,0.07978047114636536,0.04539741328091743,0.3892279919353967,
0.5,291,ARMUL,1.0000000000000007,0.07259839262285389,0.03391825454150324,0.4207196353550097,0.1
0.5,291,OURS,1.0000000000000007,0.03805086588668532,0.011266877366042665,0.2791067625724692,1.0
1.0,1,DP,1.0000000000000007,0.042157854208445325,0.04215864247265796,0.04215075983053159,
1.0,1,ITL,1.0000000000000007,0.04240630832220622,0.04170250901233334,0.04874050211106196,
1.0,1,ARMUL,1.0000000000000007,0.03922975134907894,0.039452878507870354,0.037221606919956185,0.1
1.0,1,OURS,1.0000000000000007,0.007348141073011638,0.0017933879667133776,0.057340919029695986,16.0
1.0,11,DP,1.0000000000000007,0.036583369698118505,0.03231608729203826,0.07498891135284062,
1.0,11,ITL,1.0000000000000007,0.035017743872133716,0.030949704267803746,0.07163010031110341,
1.0,11,ARMUL,1.0000000000000007,0.032546156884036864,0.027786111123390102,0.07538656872985776,0.1
1.0,11,OURS,1.0000000000000007,0.014356731477862978,0.003060327976257088,0.11602436299231596,8.0
1.0,21,DP,1.0000000000000007,0.05092998226727662,0.045553913966037377,0.09931459697842981,
1.0,21,ITL,1.0000000000000007,0.0465854511572326,0.04270491101280186,0.08151031245710927,
1.0,21,ARMUL,1.0000000000000007,0.04825780362195883,0.042744092920836994,0.09788119993205528,0.1
1.0,21,OURS,1.0000000000000007,0.017244825925951012,0.0024080067664372547,0.15077619836157488,16.0
1.0,31,DP,1.0000000000000007,0.04321977581342595,0.03915355697087271,0.07981574539640511,
1.0,31,ITL,1.0000000000000007,0.042730008125000156,0.04082800261336677,0.059848057729700664,
1.0,31,ARMUL,1.0000000000000007,0.04155378322253288,0.03777262838434523,0.07558417676622174,0.1
1.0,31,OURS,1.0000000000000007,0.01641937701425188,0.0044532586736773724,0.12411444207942246,8.0
1.0,41,DP,1.0000000000000007,0.048475668261035866,0.044735040714982216,0.08214131617551872,
1.0,41,ITL,1.0000000000000007,0.04698209650754892,0.04519435248472278,0.06307179271298428,
1.0,41,ARMUL,1.0000000000000007,0.04615854741331269,0.04227689090503768,0.08109345598778778,0.1
1.0,41,OURS,1.0000000000000007,0.01760602739005798,0.003300754233643476,0.14635348579778854,16.0
1.0,51,DP,1.0000000000000007,0.043908810676571104,0.03462732781431772,0.12744215643685142,
1.0,51,ITL,1.0000000000000007,0.042169330079830966,0.03583771813235862,0.09915383760708207,
1.0,51,ARMUL,1.0000000000000007,0.0403996002193916,0.030971937853443106,0.12524856151292799,0.1
1.0,51,OURS,1.0000000000000007,0.016234751776254493,0.0005441421152825552,0.15745023872500194,16.0
1.0,61,DP,1.0000000000000007,0.04845011487744678,0.03040432035178792,0.21086226560837637,
1.0,61,ITL,1.0000000000000007,0.043886046125101406,0.0337151927423733,0.13542372656965426,
1.0,61,ARMUL,1.0000000000000007,0.039687427014527654,0.02870353150993039,0.13854248655590304,0.1
1.0,61,OURS,1.0000000000000007,0.013630542904418676,0.0016659177151813953,0.1213121696075542,16.0
1.0,71,DP,1.0000000000000007,0.04659897051612809,0.04542889532646552,0.0571296472230913,
1.0,71,ITL,1.0000000000000007,0.04560154263326654,0.04070101651261072,0.08970627771916884,
1.0,71,ARMUL,1.0000000000000007,0.04417261560544404,0.04268891378970301,0.05752593194711328,0.1
1.0,71,OURS,1.0000000000000007,0.009900192463896363,0.003216251602631887,0.07005566021527664,16.0
1.0,81,DP,1.0000000000000007,0.046399220554634676,0.03785616990276958,0.12328667642142051,
1.0,81,ITL,1.0000000000000007,0.04451051531260113,0.03790620174181879,0.10394933744964237,
1.0,81,ARMUL,1.0000000000000007,0.044134228810535935,0.035258185852429645,0.12401861543349259,0.1
1.0,81,OURS,1.0000000000000007,0.013725437762489119,0.0021697799162817407,0.11772635837835554,4.0
1.0,91,DP,1.0000000000000007,0.05579731255292253,0.03732313180237453,0.22206493930785462,
1.0,91,ITL,1.0000000000000007,0.04948150369309919,0.039204103198791876,0.14197810814186493,
1.0,91,ARMUL,1.0000000000000007,0.04978391301799194,0.036357122633640944,0.17062502647715086,0.1
1.0,91,OURS,1.0000000000000007,0.02150292646676513,0.0011255849336666872,0.2048990002646511,16.0
1.0,101,DP,1.0000000000000007,0.04300955105903743,0.04167540389697648,0.05501687551758596,
1.0,101,ITL,1.0000000000000007,0.04362731692972396,0.042129398080700486,0.057108586570935184,
1.0,101,ARMUL,1.0000000000000007,0.04012449718964564,0.03838817238770347,0.055751420407125184,0.1
1.0,101,OURS,1.0000000000000007,0.011074758505601792,0.005283942801656838,0.06319209984110637,8.0
1.0,111,DP,1.0000000000000007,0.04928204904552463,0.039313339738544735,0.13900043280834382,
1.0,111,ITL,1.0000000000000007,0.04346451022857589,0.037940841791237634,0.09317752616462026,
1.0,111,ARMUL,1.0000000000000007,0.046643195773941735,0.03773251205615042,0.1268393492340635,0.1
1.0,111,OURS,1.0000000000000007,0.01658339358263773,0.0019600210559681244,0.14819374632266416,16.0
1.0,121,DP,1.0000000000000007,0.046140407548246304,0.041283230908111826,0.08985499730945663,
1.0,121,ITL,1.0000000000000007,0.046478462268376514,0.04437518416644455,0.06540796518576429,
1.0,121,ARMUL,1.0000000000000007,0.04286125288473535,0.03929441317317805,0.07496281028875115,0.1
1.0,121,OURS,1.0000000000000007,0.012196190828184674,0.002624016520929218,0.0983457595934838,16.0
1.0,131,DP,1.0000000000000007,0.03705976396884208,0.030929254624652673,0.09223434806654673,
1.0,131,ITL,1.0000000000000007,0.0328768338300527,0.02840953341242922,0.07308253758866402,
1.0,131,ARMUL,1.0000000000000007,0.03339872593875504,0.02710133856174524,0.09007521233184328,0.1
1.0,131,OURS,1.0000000000000007,0.018175200839311796,0.002233668211079941,0.16164899449339848,16.0
1.0,141,DP,1.0000000000000007,0.040398015697895,0.03147960306602076,0.12066372938476318,
1.0,141,ITL,1.0000000000000007,0.04100567685770575,0.03290813516939291,0.11388355205252139,
